Part,Build,Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status,Time_N
18,2,0.041,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_3_ob,3Orange,,POINT,0
18,2,0.69,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_2dr_1,2DarkRed,,POINT,0.649
18,2,0.892,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_4yr_1,4YellowRound,,POINT,0.851
18,2,1.217,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_3_ob,3Orange,,POINT,1.176
18,2,1.947,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_1t,1transparent,,POINT,1.906
18,2,1.947,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_2dr_1,2DarkRed,,POINT,1.906
18,2,2.191,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_4r_1,4Red,,POINT,2.15
18,2,2.515,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_3_ob,3Orange,,POINT,2.474
18,2,4.909,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_3_ob,3Orange,,POINT,4.868
18,2,7.262,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_3_ob,3Orange,,POINT,7.221
18,2,7.748,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_1t,1transparent,,POINT,7.707
18,2,9.047,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_3_ob,3Orange,,POINT,9.006
18,2,9.655,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_1t,1transparent,,POINT,9.614
18,2,9.939,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_2dr_1,2DarkRed,,POINT,9.898
18,2,10.264,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_3_ob,3Orange,,POINT,10.223
18,2,10.467,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_1t,1transparent,,POINT,10.426
18,2,11.278,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,u_2dr_1,2DarkRed,,START,11.237
18,2,12.089,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_1t,1transparent,,POINT,12.048
18,2,12.252,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,u_4r_1,4Red,,START,12.211
18,2,12.738,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_3_ob,3Orange,,POINT,12.697
18,2,13.874,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_2dr_1,2DarkRed,,POINT,13.833
18,2,14.523,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,BC,BrickClick,,POINT,14.482
18,2,14.686,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,u_2dr_1,2DarkRed,,STOP,14.645
18,2,14.686,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,u_4r_1,4Red,,STOP,14.645
18,2,14.686,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,u_conf,Configuration,,START,14.645
18,2,14.97,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_3_ob,3Orange,,POINT,14.929
18,2,15.294,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,u_4r_2,4Red,,START,15.253
18,2,15.456,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_conf,Configuration,,POINT,15.415
18,2,17.972,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,BC,BrickClick,,POINT,17.931
18,2,17.972,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,u_4r_2,4Red,,STOP,17.931
18,2,18.053,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_3_om,3Orange,,POINT,18.012
18,2,18.053,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,u_base,Base,,START,18.012
18,2,18.053,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,u_conf,Configuration,,STOP,18.012
18,2,18.824,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,u_4r_3,4Red,,START,18.783
18,2,20.73,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,BC,BrickClick,,POINT,20.689
18,2,20.771,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,u_4r_3,4Red,,STOP,20.73
18,2,22.921,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,u_4r_4,4Red,,START,22.88
18,2,23.408,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_base,Base,,START,23.367
18,2,23.611,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_base,Base,,STOP,23.57
18,2,23.976,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_4yr_1,4YellowRound,,POINT,23.935
18,2,24.138,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,u_4yr_1,4YellowRound,,START,24.097
18,2,24.828,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,BC,BrickClick,,POINT,24.787
18,2,25.112,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,l_base,Base,,START,25.071
18,2,25.801,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,u_4r_4,4Red,,STOP,25.76
18,2,29.452,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,BC,BrickClick,,POINT,29.411
18,2,29.452,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/18_BLD_2_DFB/exports/000/world.mp4,89.96,24.65,,u_4yr_1,4YellowRound,,STOP,29.411
