Part,Build,Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status,Time_N
24,3,0.045,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_2dr_1,2DarkRed,,POINT,0
24,3,2.282,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_1t,1transparent,,POINT,2.237
24,3,2.819,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_2dr_1,2DarkRed,,POINT,2.774
24,3,3.132,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_4r_1,4Red,,POINT,3.087
24,3,3.177,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_3_os,3Orange,,POINT,3.132
24,3,3.311,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_2dr_1,2DarkRed,,POINT,3.266
24,3,3.803,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_3_os,3Orange,,POINT,3.758
24,3,4.161,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_2dr_1,2DarkRed,,POINT,4.116
24,3,4.519,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_3_ob,3Orange,,POINT,4.474
24,3,5.101,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_2dr_1,2DarkRed,,POINT,5.056
24,3,5.593,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_3_om,3Orange,,POINT,5.548
24,3,5.906,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_3_os,3Orange,,POINT,5.861
24,3,6.667,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_3_ob,3Orange,,POINT,6.622
24,3,6.98,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_2dr_1,2DarkRed,,POINT,6.935
24,3,7.74,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_3_ob,3Orange,,POINT,7.695
24,3,7.964,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_2dr_1,2DarkRed,,POINT,7.919
24,3,8.77,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_3_ob,3Orange,,POINT,8.725
24,3,9.485,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_4yr_1,4YellowRound,,POINT,9.44
24,3,9.799,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_2dr_1,2DarkRed,,POINT,9.754
24,3,10.649,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_1t,1transparent,,POINT,10.604
24,3,10.917,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_2dr_1,2DarkRed,,POINT,10.872
24,3,11.23,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,u_2dr_2,2DarkRed,,START,11.185
24,3,11.365,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,u_4r_1,4Red,,START,11.32
24,3,11.588,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_3_ob,3Orange,,POINT,11.543
24,3,12.662,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_4r_1,4Red,,POINT,12.617
24,3,14.72,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_3_DF/exports/005/world.mp4,152.42,22.35,,l_2dr_1,2DarkRed,,POINT,14.675
