Part,Build,Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status,Time_N
24,2,0.048,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_2_DF/exports/001/world.mp4,78.86,21.05,,l_3_os,3Orange,,POINT,0
24,2,1.045,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_2_DF/exports/001/world.mp4,78.86,21.05,,l_4r_1,4Red,,POINT,0.997
24,2,2.423,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_2_DF/exports/001/world.mp4,78.86,21.05,,l_3_os,3Orange,,POINT,2.375
24,2,2.755,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_2_DF/exports/001/world.mp4,78.86,21.05,,l_4r_2,4Red,,POINT,2.707
24,2,2.945,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_2_DF/exports/001/world.mp4,78.86,21.05,,l_2dr_1,2DarkRed,,POINT,2.897
24,2,3.61,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_2_DF/exports/001/world.mp4,78.86,21.05,,l_4r_1,4Red,,POINT,3.562
24,2,5.321,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_2_DF/exports/001/world.mp4,78.86,21.05,,l_3_os,3Orange,,POINT,5.273
24,2,5.558,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_2_DF/exports/001/world.mp4,78.86,21.05,,l_4r_2,4Red,,POINT,5.51
24,2,6.081,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_2_DF/exports/001/world.mp4,78.86,21.05,,l_3_os,3Orange,,POINT,6.033
24,2,7.078,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_2_DF/exports/001/world.mp4,78.86,21.05,,l_4r_3,4Red,,POINT,7.03
24,2,7.411,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_2_DF/exports/001/world.mp4,78.86,21.05,,l_3_os,3Orange,,POINT,7.363
24,2,7.933,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_2_DF/exports/001/world.mp4,78.86,21.05,,l_2dr_1,2DarkRed,,POINT,7.885
24,2,8.219,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_2_DF/exports/001/world.mp4,78.86,21.05,,l_4r_2,4Red,,POINT,8.171
24,2,8.409,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_2_DF/exports/001/world.mp4,78.86,21.05,,l_4r_1,4Red,,POINT,8.361
24,2,9.834,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_2_DF/exports/001/world.mp4,78.86,21.05,,l_2dr_1,2DarkRed,,POINT,9.786
24,2,10.784,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_2_DF/exports/001/world.mp4,78.86,21.05,,u_2dr_1,2DarkRed,,START,10.736
24,2,11.734,C:/Users/au643670/Desktop/LEGO_world/2020_02_15/24_BLD_2_DF/exports/001/world.mp4,78.86,21.05,,l_4r_3,4Red,,POINT,11.686
