Part,Build,Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status,Time_N
5,3,6.002,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_3_DFB/exports/001/world.mp4,142.32,24.99,,l_4yr_1,4YellowRound,,POINT,0
5,3,6.363,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_3_DFB/exports/001/world.mp4,142.32,24.99,,l_3_os,3Orange,,POINT,0.361
5,3,6.523,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_3_DFB/exports/001/world.mp4,142.32,24.99,,l_4r_1,4Red,,POINT,0.521
5,3,6.883,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_3_DFB/exports/001/world.mp4,142.32,24.99,,l_4yr_2,4YellowRound,,POINT,0.881
5,3,7.123,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_3_DFB/exports/001/world.mp4,142.32,24.99,,l_3_os,3Orange,,POINT,1.121
5,3,7.843,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_3_DFB/exports/001/world.mp4,142.32,24.99,,l_2dr_1,2DarkRed,,POINT,1.841
5,3,7.963,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_3_DFB/exports/001/world.mp4,142.32,24.99,,l_3_os,3Orange,,POINT,1.961
5,3,8.844,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_3_DFB/exports/001/world.mp4,142.32,24.99,,l_4r_2,4Red,,POINT,2.842
5,3,9.604,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_3_DFB/exports/001/world.mp4,142.32,24.99,,l_4r_1,4Red,,POINT,3.602
5,3,9.924,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_3_DFB/exports/001/world.mp4,142.32,24.99,,l_3_os,3Orange,,POINT,3.922
5,3,11.525,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_3_DFB/exports/001/world.mp4,142.32,24.99,,l_2dr_1,2DarkRed,,POINT,5.523
5,3,12.765,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_3_DFB/exports/001/world.mp4,142.32,24.99,,l_4r_1,4Red,,POINT,6.763
5,3,14.166,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_3_DFB/exports/001/world.mp4,142.32,24.99,,l_4yr_1,4YellowRound,,POINT,8.164
5,3,14.526,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_3_DFB/exports/001/world.mp4,142.32,24.99,,l_3_os,3Orange,,POINT,8.524
5,3,15.726,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_3_DFB/exports/001/world.mp4,142.32,24.99,,l_4yr_3,4YellowRound,,POINT,9.724
