Part,Build,Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status,Time_N
5,2,0.046,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_4r_1,4Red,,POINT,0
5,2,0.365,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_4r_2,4Red,,POINT,0.319
5,2,1.732,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_4yr_1,4YellowRound,,POINT,1.686
5,2,1.96,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_2dr_1,2DarkRed,,POINT,1.914
5,2,2.279,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_3_om,3Orange,,POINT,2.233
5,2,2.279,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_3_os,3Orange,,POINT,2.233
5,2,3.282,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_4r_1,4Red,,POINT,3.236
5,2,4.102,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_2dr_2,2DarkRed,,POINT,4.056
5,2,4.831,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_4r_1,4Red,,POINT,4.785
5,2,5.333,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_3_os,3Orange,,POINT,5.287
5,2,5.697,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_3_om,3Orange,,POINT,5.651
5,2,6.29,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_3_os,3Orange,,POINT,6.244
5,2,6.746,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_2dr_1,2DarkRed,,POINT,6.7
5,2,7.293,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_3_om,3Orange,,POINT,7.247
5,2,7.475,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_4r_3,4Red,,POINT,7.429
5,2,7.885,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_1t,1transparent,,POINT,7.839
5,2,9.48,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_3_om,3Orange,,POINT,9.434
5,2,10.711,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_1t,1transparent,,POINT,10.665
5,2,11.668,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_3_os,3Orange,,POINT,11.622
5,2,12.17,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_2dr_2,2DarkRed,,POINT,12.124
5,2,12.352,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_3_ob,3Orange,,POINT,12.306
5,2,12.671,C:/Users/au643670/Desktop/LEGO_world/2020_02_13/5_BLD_2_DFB/exports/002/world.mp4,69.92,21.94,,l_3_om,3Orange,,POINT,12.625
