start_timestamp,re-set clock,id,duration,start_frame_index,end_frame_index,Adjacent_Fixation?,Cumulative Fixation Time,Cumulative Fixation Counter,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,,Participant,Build,Time_boris,Time_N,Behavior_boris,Behavioral category,Status,closest_time_match,Look_duration,Fixations_per_look,Duration_of_1st_Fixation_in_look,pupil_start_frame,norm_Fixation_pos_x,norm_Fixation_pos_y,Fixation_number
3408.784,0,0,80.713,8,10,FALSE,80.713,1,0.411,0.583,1.265,0.807,3d gaze,-15.439,-8.790,94.601,,12,1,0.954,0,l_3_ob,3Orange,POINT,1.019,269.544,1,270,37,0.225,0.598,5
3408.911,0.127,1,92.086,12,14,TRUE,463.674,2,0.411,0.346,1.664,0.772,3d gaze,-15.696,11.825,94.748,,12,1,1.049,0.095,l_1t,1transparent,POINT,1.019,269.544,1,270,37,0.225,0.598,5
3409.063,0.279,2,371.588,16,27,FALSE,371.588,1,0.394,0.388,1.637,0.760,3d gaze,-16.689,7.534,87.086,,12,1,2.337,1.383,l_4yr_1,4YellowRound,POINT,2.274,156.528,1,157,72,0.308,0.544,9
3409.519,0.735,3,141.713,30,33,TRUE,261.355,2,0.292,0.581,1.951,0.828,3d gaze,-31.368,-8.071,85.415,,12,1,2.623,1.669,l_1t,1transparent,POINT,2.551,180.442,2,98,79,0.359,0.555,10
3409.666,0.881,4,119.642,34,36,FALSE,119.642,1,0.291,0.561,1.857,0.856,3d gaze,-30.540,-6.282,82.916,,12,1,2.957,2.003,l_4r_1,4Red,POINT,2.992,82.177,1,82,90,0.373,0.515,11
3409.804,1.019,5,269.544,37,45,FALSE,269.544,1,0.225,0.598,1.265,0.956,3d gaze,-44.454,-10.338,88.730,,12,1,3.91,2.956,l_1t,1transparent,POINT,4.126,107.256,1,107,123,0.206,0.518,14
3410.138,1.353,6,281.868,46,55,TRUE,530.562,2,0.187,0.516,1.998,0.861,3d gaze,-45.134,-2.695,77.298,,12,1,5.484,4.53,l_2dr_1,2DarkRed,POINT,5.368,108.067,1,108,158,0.265,0.360,19
3410.423,1.638,7,248.694,55,61,FALSE,248.694,1,0.179,0.501,1.472,0.777,3d gaze,-44.480,-1.482,73.753,,12,1,6.104,5.15,l_3_om,3Orange,POINT,6.216,368.203,2,116,168,0.460,0.543,22
3410.742,1.958,8,218.587,63,70,TRUE,375.115,2,0.274,0.528,1.718,0.923,3d gaze,-31.985,-3.536,80.105,,12,1,9.728,8.774,l_4yr_1,4YellowRound,POINT,9.629,477.589,2,263,254,0.256,0.660,31
3411.058,2.274,9,156.528,72,76,FALSE,156.528,1,0.308,0.544,1.718,0.945,3d gaze,-27.539,-4.826,81.728,,12,1,10.062,9.108,l_1t,1transparent,POINT,10.189,448.247,3,249,269,0.172,0.611,33
3411.335,2.551,10,98.265,79,81,TRUE,180.442,2,0.359,0.555,1.953,0.934,3d gaze,-21.217,-5.814,85.218,,12,1,11.779,10.825,l_4r_2,4Red,POINT,11.618,203.304,1,203,310,0.513,0.482,37
3411.777,2.992,11,82.177,90,92,FALSE,82.177,1,0.373,0.515,2.005,0.933,3d gaze,-17.693,-2.424,78.530,,12,1,12.923,11.969,l_3_om,3Orange,POINT,12.971,661.957,4,112,348,0.338,0.554,41
3412.220,3.436,12,138.781,102,106,TRUE,300.241,2,0.322,0.533,1.968,0.818,3d gaze,-25.980,-4.029,83.350,,12,1,13.305,12.351,l_1t,1transparent,POINT,13.515,549.659,3,251,363,0.298,0.597,42
3412.381,3.597,13,161.460,107,112,FALSE,161.460,1,0.320,0.494,1.643,0.885,3d gaze,-25.584,-0.884,80.932,,12,1,15.308,14.354,l_2dr_1,2DarkRed,POINT,15.381,115.860,1,116,406,0.308,0.469,49
3412.910,4.126,14,107.256,123,126,FALSE,107.256,1,0.206,0.518,0.900,0.752,3d gaze,-39.754,-2.673,73.563,,12,1,17.024,16.07,l_2dr_1,2DarkRed,POINT,17.066,211.885,2,86,442,0.471,0.234,51
3413.030,4.245,15,319.150,126,134,FALSE,319.150,1,0.226,0.574,1.717,0.798,3d gaze,-37.822,-6.999,75.836,,12,1,17.501,16.547,l_3_os,3Orange,POINT,17.486,556.672,4,206,454,0.282,0.345,54
3413.369,4.585,16,265.218,134,142,FALSE,265.218,1,0.207,0.522,1.868,0.796,3d gaze,-38.754,-2.918,71.849,,12,1,18.741,17.787,u_1t,1transparent,START,18.715,809.171,4,119,488,0.261,0.379,61
3413.801,5.017,17,123.615,147,151,TRUE,340.777,3,0.324,0.370,1.524,0.817,3d gaze,-24.253,8.261,78.403,,12,1,18.836,17.882,u_2dr_1,2DarkRed,START,18.858,689.920,3,196,493,0.276,0.416,62
3414.034,5.249,18,109.095,154,158,TRUE,217.162,2,0.275,0.346,1.847,0.910,3d gaze,-31.914,10.561,79.531,,12,1,19.456,18.502,l_1t,1transparent,POINT,19.326,236.825,1,237,507,0.255,0.462,64
3414.152,5.368,19,108.067,158,161,FALSE,108.067,1,0.265,0.360,0.457,0.829,3d gaze,-33.380,9.522,79.596,,12,1,20.505,19.551,l_3_os,3Orange,POINT,20.555,231.764,1,232,538,0.406,0.652,68
3414.581,5.797,20,164.207,168,168,TRUE,248.213,2,0.393,0.576,1.988,0.839,3d gaze,-16.014,-7.199,82.969,,12,1,20.839,19.885,l_2dr_1,2DarkRed,POINT,20.927,1914.933,8,130,549,0.307,0.554,69
3414.749,5.965,21,84.006,168,168,FALSE,84.006,1,0.370,0.548,2.003,0.808,3d gaze,-18.055,-4.813,78.318,,12,1,21.602,20.648,l_1t,1transparent,POINT,21.642,1351.233,5,260,571,0.293,0.592,72
3415.001,6.216,22,116.103,168,168,TRUE,368.203,2,0.460,0.543,1.919,0.876,3d gaze,-6.952,-4.468,80.812,,12,1,23.319,22.365,BC,BrickClick,POINT,23.126,94.327,1,94,589,0.298,0.644,76
3415.121,6.336,23,252.100,168,169,FALSE,252.100,1,0.456,0.525,1.548,0.874,3d gaze,-7.244,-3.046,78.451,,12,1,23.367,22.413,u_1t,1transparent,STOP,23.126,94.327,1,94,589,0.298,0.644,76
3415.645,6.861,24,157.801,171,176,FALSE,157.801,1,0.852,0.539,1.895,0.910,3d gaze,50.191,-4.929,83.826,,12,1,23.367,22.413,u_2dr_1,2DarkRed,STOP,23.126,94.327,1,94,589,0.298,0.644,76
3415.959,7.174,25,196.078,181,186,TRUE,1541.695,5,0.949,0.584,1.863,0.963,3d gaze,67.187,-9.201,76.287,,12,1,23.367,22.413,u_conf,Configuration,START,23.126,94.327,1,94,589,0.298,0.644,76
