start_timestamp,re-set clock,id,duration,start_frame_index,end_frame_index,Adjacent_Fixation?,Cumulative Fixation Time,Cumulative Fixation Counter,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,,Participant,Build,Time_boris,Time_N,Behavior_boris,Behavioral category,Status,closest_time_match,Look_duration,Fixations_per_look,Duration_of_1st_Fixation_in_look,pupil_start_frame,norm_Fixation_pos_x,norm_Fixation_pos_y,Fixation_number
27060.11428,0,8,419.401,0,9,FALSE,419.401,1,0.345,0.507,1.399,0.968,3d gaze,-20.88,-1.764,76.556,,24,3,0.045,0,l_2dr_1,2DarkRed,POINT,0,419.401,1,419,0,0.345,0.507,8
27060.58127,0.467,9,268.391,10,17,TRUE,428.909,2,0.455,0.51,1.396,0.997,3d gaze,-6.678,-1.802,70.691,,24,3,2.282,2.237,l_1t,1transparent,POINT,2.27,231.616,2,109,54,0.494,0.531,14
27060.95497,0.841,10,160.518,20,24,FALSE,160.518,1,0.5,0.506,1.546,0.99,3d gaze,-1.498,-1.322,61.917,,24,3,2.819,2.774,l_2dr_1,2DarkRed,POINT,2.889,80.567,1,81,72,0.313,0.547,17
27061.15167,1.037,11,294.292,25,29,FALSE,294.292,1,0.376,0.516,0.698,0.993,3d gaze,-14.048,-1.987,63.936,,24,3,3.132,3.087,l_4r_1,4Red,POINT,2.999,285.677,1,286,75,0.397,0.573,18
27061.50232,1.388,12,129.542,30,34,TRUE,387.234,2,0.325,0.519,2.004,0.983,3d gaze,-20.386,-2.312,66.424,,24,3,3.177,3.132,l_3_os,3Orange,POINT,3.318,395.929,2,151,82,0.327,0.58,19
27061.63961,1.525,13,257.692,34,41,FALSE,257.692,1,0.317,0.52,1.082,0.988,3d gaze,-21.08,-2.382,65.779,,24,3,3.311,3.266,l_2dr_1,2DarkRed,POINT,3.318,395.929,2,151,82,0.327,0.58,19
27062.38444,2.27,14,109.046,54,57,TRUE,231.616,2,0.494,0.531,1.962,0.853,3d gaze,-2.142,-2.854,64.085,,24,3,3.803,3.758,l_3_os,3Orange,POINT,3.762,313.561,2,178,91,0.41,0.628,21
27062.51075,2.396,15,122.57,57,61,FALSE,122.57,1,0.498,0.541,0.877,0.951,3d gaze,-1.748,-3.39,63.531,,24,3,4.161,4.116,l_2dr_1,2DarkRed,POINT,4.107,406.715,1,407,99,0.311,0.591,23
27062.85816,2.744,16,131.376,68,71,TRUE,211.943,2,0.322,0.567,1.833,0.982,3d gaze,-20.518,-5.274,65.482,,24,3,4.519,4.474,l_3_ob,3Orange,POINT,4.541,555.201,2,337,107,0.425,0.495,24
27063.00306,2.889,17,80.567,72,74,FALSE,80.567,1,0.313,0.547,1.33,0.995,3d gaze,-21.046,-3.924,64.226,,24,3,5.101,5.056,l_2dr_1,2DarkRed,POINT,5.141,396.462,2,178,123,0.339,0.602,26
