start_timestamp,re-set clock,id,duration,start_frame_index,end_frame_index,Adjacent_Fixation?,Cumulative Fixation Time,Cumulative Fixation Counter,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,,Participant,Build,Time_boris,Time_N,Behavior_boris,Behavioral category,Status,closest_time_match,Look_duration,Fixations_per_look,Duration_of_1st_Fixation_in_look,pupil_start_frame,norm_Fixation_pos_x,norm_Fixation_pos_y,Fixation_number
26907.353,0,7,417.399,0,1,FALSE,417.399,1,0.57,0.513,1.45,0.995,3d gaze,23.575,-7.993,281.219,,24,2,0.048,0,l_3_os,3Orange,POINT,0,417.399,1,417,0,0.57,0.513,7
26907.782,0.428,8,153.804,1,1,TRUE,315.974,2,0.54,0.445,1.921,0.938,3d gaze,9.9,8.568,261.231,,24,2,1.045,0.997,l_4r_1,4Red,POINT,1.013,363.183,2,232,1,0.522,0.441,11
26907.94,0.587,9,162.17,1,1,FALSE,162.17,1,0.532,0.434,1.928,0.929,3d gaze,6.326,10.872,251.302,,24,2,2.423,2.375,l_3_os,3Orange,POINT,2.601,106.259,1,106,25,0.555,0.51,15
26908.223,0.87,10,111.249,1,1,FALSE,111.249,1,0.409,0.581,0.748,0.983,3d gaze,-63.202,-34.268,379.002,,24,2,2.755,2.707,l_4r_2,4Red,POINT,2.601,106.259,1,106,25,0.555,0.51,15
26908.366,1.013,11,232.128,1,1,TRUE,363.183,2,0.522,0.441,1.932,0.887,3d gaze,2.808,9.626,264.669,,24,2,2.945,2.897,l_2dr_1,2DarkRed,POINT,2.929,112.011,1,112,34,0.39,0.542,16
26908.602,1.248,12,131.055,1,2,FALSE,131.055,1,0.529,0.433,0.56,0.859,3d gaze,5.096,10.827,246.115,,24,2,3.61,3.562,l_4r_1,4Red,POINT,3.492,237.981,1,238,50,0.456,0.462,18
26908.768,1.415,13,267.279,2,3,TRUE,644.708,2,0.426,0.563,1.217,0.972,3d gaze,-55.013,-28.857,392.593,,24,2,5.321,5.273,l_3_os,3Orange,POINT,5.331,195.704,1,196,96,0.577,0.553,24
26909.038,1.685,14,377.429,3,11,FALSE,377.429,1,0.398,0.554,1.984,0.986,3d gaze,-60.37,-21.766,327.838,,24,2,5.558,5.51,l_4r_2,4Red,POINT,5.555,174.346,1,174,100,0.539,0.484,25
26909.955,2.601,15,106.259,25,28,FALSE,106.259,1,0.555,0.51,1.434,0.799,3d gaze,18.098,-7.498,291.151,,24,2,6.081,6.033,l_3_os,3Orange,POINT,6.194,116.534,1,117,112,0.415,0.588,27
26910.283,2.929,16,112.011,34,38,FALSE,112.011,1,0.39,0.542,1.427,0.934,3d gaze,-73.349,-20.606,371.954,,24,2,7.078,7.03,l_4r_3,4Red,POINT,7.108,148.179,1,148,134,0.603,0.558,31
26910.5,3.146,17,171.438,40,45,FALSE,171.438,1,0.528,0.566,0.598,0.997,3d gaze,6.343,-25.054,329.363,,24,2,7.411,7.363,l_3_os,3Orange,POINT,7.484,151.994,1,152,143,0.587,0.473,33
26910.845,3.492,18,237.981,50,57,FALSE,237.981,1,0.456,0.462,0.844,0.987,3d gaze,-30.881,6.041,334.279,,24,2,7.933,7.885,l_2dr_1,2DarkRed,POINT,7.674,907.135,2,475,147,0.532,0.583,34
26911.137,3.783,19,192.156,59,65,TRUE,506.798,3,0.437,0.54,1.551,0.78,3d gaze,-35.358,-15.133,288.198,,24,2,8.219,8.171,l_4r_2,4Red,POINT,8.214,432.606,1,433,157,0.527,0.591,35
26911.42,4.066,20,187.829,67,71,TRUE,314.642,2,0.417,0.576,0.487,0.952,3d gaze,-69.411,-38.866,451.94,,24,2,8.409,8.361,l_4r_1,4Red,POINT,8.214,432.606,1,433,157,0.527,0.591,35
26911.678,4.325,21,126.814,73,75,FALSE,126.814,1,0.462,0.617,1.24,0.829,3d gaze,-27.051,-39.54,321.732,,24,2,9.834,9.786,l_2dr_1,2DarkRed,POINT,9.824,233.702,1,234,174,0.389,0.613,40
26911.829,4.475,22,316.295,76,82,TRUE,447.571,2,0.527,0.59,1.936,0.942,3d gaze,5.177,-27.886,285.594,,24,2,10.784,10.736,u_2dr_1,2DarkRed,START,10.885,187.273,1,187,199,0.55,0.425,43
26912.454,5.101,23,131.276,89,93,FALSE,131.276,1,0.517,0.616,1.716,0.966,3d gaze,0.862,-47.436,391.712,,24,2,11.734,11.686,l_4r_3,4Red,POINT,11.584,87.066,1,87,219,0.386,0.425,45
26912.684,5.331,24,195.704,96,100,FALSE,195.704,1,0.577,0.553,1.129,0.976,3d gaze,24.934,-16.75,261.051,,24,2,11.971,11.923,l_3_os,3Orange,POINT,11.909,122.302,1,122,228,0.637,0.549,46
26912.908,5.555,25,174.346,100,101,FALSE,174.346,1,0.539,0.484,1.117,0.872,3d gaze,9.404,-0.555,257.702,,24,2,12.162,12.114,l_4r_1,4Red,POINT,12.146,172.23,1,172,235,0.489,0.556,47
26913.142,5.788,26,377.74,102,111,TRUE,494.274,2,0.373,0.565,0.724,0.951,3d gaze,-62.611,-21.423,277.96,,24,2,12.494,12.446,l_4r_3,4Red,POINT,12.366,203.8,1,204,242,0.385,0.547,48
26913.547,6.194,27,116.534,112,115,FALSE,116.534,1,0.415,0.588,0.99,0.844,3d gaze,-60.738,-37.474,383.995,,24,2,13.112,13.064,u_4r_3,4Red,START,12.925,581.247,2,499,257,0.498,0.525,50
26913.711,6.357,28,122.994,116,119,TRUE,494.019,2,0.544,0.568,1.561,0.976,3d gaze,14.851,-26.56,340.555,,24,2,13.872,13.824,l_3_om,3Orange,POINT,13.813,175.242,2,87,283,0.453,0.414,54
26913.847,6.493,29,371.025,120,127,FALSE,371.025,1,0.556,0.567,1.416,0.805,3d gaze,20.929,-25.798,335.259,,24,2,14.204,14.156,l_3_os,3Orange,POINT,14.328,107.471,1,107,298,0.582,0.466,56
26914.249,6.895,30,148.992,128,132,FALSE,148.992,1,0.46,0.536,0.256,0.995,3d gaze,-36.245,-20.766,423.048,,24,2,14.679,14.631,l_4r_2,4Red,POINT,14.716,550.425,3,164,308,0.435,0.639,58
26914.462,7.108,31,148.179,134,137,FALSE,148.179,1,0.603,0.558,1.748,0.953,3d gaze,44.507,-22.777,329.4,,24,2,15.107,15.059,l_3_om,3Orange,POINT,15.074,216.186,1,216,317,0.384,0.641,60
26914.652,7.299,32,151.303,138,142,FALSE,151.303,1,0.665,0.536,1.814,0.975,3d gaze,68.446,-14.433,289.628,,24,2,16.817,16.769,u_4r_3,4Red,STOP,16.755,318.215,1,318,354,0.536,0.574,65
26914.838,7.484,33,151.994,143,146,FALSE,151.994,1,0.587,0.473,1.822,0.962,3d gaze,29.508,2.094,265.042,,24,2,17.34,17.292,l_2dr_1,2DarkRed,POINT,17.348,984.708,3,136,373,0.528,0.452,66
26915.028,7.674,34,474.529,147,156,TRUE,907.135,2,0.532,0.583,1.997,0.996,3d gaze,7.661,-27.162,298.021,,24,2,17.34,17.292,u_2dr_2,2DarkRed,START,17.348,984.708,3,136,373,0.528,0.452,66
26915.567,8.214,35,432.606,157,157,FALSE,432.606,1,0.527,0.591,0.567,0.996,3d gaze,5.446,-30.652,311.078,,24,2,18.29,18.242,l_3_os,3Orange,POINT,18.109,351.491,1,351,393,0.535,0.477,68
26916.393,9.039,36,279.754,158,161,FALSE,279.754,1,0.364,0.605,0.489,0.868,3d gaze,-102.531,-48.59,423.951,,24,2,18.527,18.479,l_4r_1,4Red,POINT,18.518,133.703,1,134,402,0.51,0.584,69
26916.692,9.339,37,178.15,161,165,FALSE,178.15,1,0.426,0.577,1.657,0.996,3d gaze,-47.68,-29.316,338.855,,24,2,18.765,18.717,l_1t,1transparent,POINT,18.765,211.326,2,83,409,0.408,0.598,70
26916.907,9.554,38,90.594,166,168,TRUE,223.368,2,0.531,0.6,1.972,0.998,3d gaze,7.867,-36.476,340.732,,24,2,19.335,19.287,l_3_om,3Orange,POINT,19.199,133.948,1,134,421,0.383,0.633,73
26917.002,9.649,39,132.774,169,173,FALSE,132.774,1,0.536,0.604,0.396,0.997,3d gaze,10.464,-36.698,330.551,,24,2,19.525,19.477,l_4r_1,4Red,POINT,19.485,151.633,1,152,429,0.526,0.532,74
26917.178,9.824,40,233.702,174,180,FALSE,233.702,1,0.389,0.613,1.732,0.967,3d gaze,-77.133,-47.067,387.757,,24,2,19.667,19.619,u_3_ob,3Orange,START,19.754,553.624,2,188,434,0.392,0.614,75
26917.444,10.09,41,185.943,181,185,FALSE,185.943,1,0.513,0.536,1.856,0.994,3d gaze,-1.087,-15.312,315.076,,24,2,20.665,20.617,l_2dr_1,2DarkRed,POINT,20.548,270.315,1,270,446,0.501,0.575,78
26917.648,10.294,42,253.879,186,190,FALSE,253.879,1,0.565,0.577,1.848,0.996,3d gaze,25.008,-28.239,327.452,,24,2,23.135,23.087,BC,BrickClick,POINT,23.119,231.096,2,121,501,0.464,0.602,90
26918.239,10.885,43,187.273,199,203,FALSE,187.273,1,0.55,0.425,1.41,0.802,3d gaze,17.215,16.731,326.47,,24,2,23.135,23.087,u_2dr_2,2DarkRed,STOP,23.119,231.096,2,121,501,0.464,0.602,90
