start_timestamp,re-set clock,id,duration,start_frame_index,end_frame_index,Adjacent_Fixation?,Cumulative Fixation Time,Cumulative Fixation Counter,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,,Participant,Build,Time_boris,Time_N,Behavior_boris,Behavioral category,Status,closest_time_match,Look_duration,Fixations_per_look,Duration_of_1st_Fixation_in_look,pupil_start_frame,norm_Fixation_pos_x,norm_Fixation_pos_y,Fixation_number
26757.811,0,0,429.357,0,1,TRUE,552.532,2,0.464,0.649,1.182,0.998,3d gaze,-5.933,-11.21,73.515,,24,1,0.843,0,l_4r_1,4Red,POINT,0.659,496.505,1,497,2,0.525,0.435,2
26758.31,0.5,1,123.176,1,2,FALSE,123.176,1,0.458,0.677,1.478,0.994,3d gaze,-6.677,-13.166,73.737,,24,1,1.077,0.234,l_2dr_1,2DarkRed,POINT,1.479,224.321,1,224,19,0.329,0.609,3
26758.47,0.659,2,496.505,2,12,FALSE,496.505,1,0.525,0.435,1.888,0.996,3d gaze,0.871,2.528,59.946,,24,1,1.358,0.515,l_3_ob,3Orange,POINT,1.479,224.321,1,224,19,0.329,0.609,3
26759.289,1.479,3,224.321,19,24,FALSE,224.321,1,0.329,0.609,1.33,0.915,3d gaze,-25.215,-9.995,83.405,,24,1,1.639,0.796,l_2dr_2,2DarkRed,POINT,1.74,205.099,1,205,25,0.478,0.588,4
26759.551,1.74,4,205.099,25,30,FALSE,205.099,1,0.478,0.588,1.402,0.998,3d gaze,-4.169,-6.839,71.071,,24,1,1.874,1.031,l_4yr_1,4YellowRound,POINT,1.993,163.545,1,164,31,0.602,0.489,5
26759.803,1.993,5,163.545,31,35,FALSE,163.545,1,0.602,0.489,1.186,0.996,3d gaze,9.626,-0.459,71.528,,24,1,2.155,1.312,l_1t,1transparent,POINT,2.196,249.497,1,249,36,0.431,0.598,6
26760.007,2.196,6,249.497,36,43,FALSE,249.497,1,0.431,0.598,1.536,0.686,3d gaze,-9.84,-7.836,74.092,,24,1,2.155,1.312,l_3_os,3Orange,POINT,2.196,249.497,1,249,36,0.431,0.598,6
26760.28,2.469,7,158.238,43,48,TRUE,398.788,2,0.477,0.487,1.563,0.995,3d gaze,-4.556,-0.331,75.44,,24,1,2.576,1.733,l_4yr_1,4YellowRound,POINT,2.633,240.55,1,241,48,0.457,0.486,8
26760.443,2.633,8,240.55,48,53,FALSE,240.55,1,0.457,0.486,1.234,0.998,3d gaze,-6.884,-0.292,75.365,,24,1,2.904,2.061,l_4r_2,4Red,POINT,2.899,274.279,1,274,53,0.424,0.604,9
26760.709,2.899,9,274.279,53,59,FALSE,274.279,1,0.424,0.604,1.365,0.99,3d gaze,-11.684,-9.138,81.679,,24,1,3.653,2.81,l_1t,1transparent,POINT,3.603,139.209,1,139,67,0.46,0.554,11
26761.014,3.204,10,345.357,60,67,FALSE,345.357,1,0.374,0.662,1.719,0.984,3d gaze,-20.079,-14.897,88.595,,24,1,4.169,3.326,l_4r_3,4Red,POINT,4.024,176.028,1,176,76,0.465,0.482,13
26761.413,3.603,11,139.209,67,69,FALSE,139.209,1,0.46,0.554,1.89,0.999,3d gaze,-6.563,-5.048,76.552,,24,1,4.45,3.607,l_4r_1,4Red,POINT,4.472,230.641,1,231,88,0.378,0.495,14
26761.603,3.792,12,162.556,71,74,FALSE,162.556,1,0.362,0.65,1.934,0.985,3d gaze,-22.269,-14.208,90.295,,24,1,4.637,3.794,l_4r_4,4Red,POINT,4.739,123.85,1,124,94,0.524,0.475,15
26761.835,4.024,13,176.028,76,80,FALSE,176.028,1,0.465,0.482,1.523,0.997,3d gaze,-5.729,-0.002,73.819,,24,1,4.778,3.935,l_4r_2,4Red,POINT,4.739,123.85,1,124,94,0.524,0.475,15
26762.283,4.472,14,230.641,88,93,FALSE,230.641,1,0.378,0.495,1.506,0.983,3d gaze,-17.971,-0.998,82.802,,24,1,5.34,4.497,l_4r_3,4Red,POINT,5.097,498.501,1,499,102,0.345,0.69,17
26762.549,4.739,15,123.85,94,97,FALSE,123.85,1,0.524,0.475,1.458,0.998,3d gaze,0.978,0.473,79.913,,24,1,5.433,4.59,l_4r_2,4Red,POINT,5.682,427.978,3,158,116,0.422,0.533,18
26762.757,4.947,16,103.675,99,101,FALSE,103.675,1,0.561,0.528,1.23,0.998,3d gaze,5.395,-3.253,77.298,,24,1,6.323,5.48,l_2dr_1,2DarkRed,POINT,6.38,210.423,2,126,119,0.316,0.64,22
26762.908,5.097,17,498.501,102,114,FALSE,498.501,1,0.345,0.69,1.565,0.89,3d gaze,-27.54,-19.566,99.343,,24,1,6.464,5.621,l_4yr_2,4YellowRound,POINT,6.511,83.995,1,84,119,0.313,0.639,23
26763.493,5.682,18,157.733,116,118,TRUE,427.978,3,0.422,0.533,1.994,0.998,3d gaze,-11.949,-3.841,82.095,,24,1,6.792,5.949,l_4r_1,4Red,POINT,6.629,282.432,1,282,119,0.438,0.517,24
26763.671,5.861,19,80.441,119,119,TRUE,270.245,2,0.377,0.499,1.644,0.999,3d gaze,-17.14,-1.273,78.426,,24,1,6.979,6.136,l_4yr_2,4YellowRound,POINT,6.958,218.755,2,111,120,0.298,0.63,25
