start_timestamp,re-set clock,id,duration,start_frame_index,end_frame_index,Adjacent_Fixation?,Cumulative Fixation Time,Cumulative Fixation Counter,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,,Participant,Build,Time_boris,Time_N,Behavior_boris,Behavioral category,Status,closest_time_match,Look_duration,Fixations_per_look,Duration_of_1st_Fixation_in_look,pupil_start_frame,norm_Fixation_pos_x,norm_Fixation_pos_y,Fixation_number
109472.461,0,0,89.718,0,1,TRUE,664.18,4,0.433,0.651,0.211,0.964,3d gaze,-68.187,-81.168,523.793,,5,3,6.002,0,l_4yr_1,4YellowRound,POINT,6.332,85.797,1,86,179,0.384,0.643,18
109472.64,0.178,1,314.09,2,11,TRUE,574.462,3,0.434,0.66,0.554,0.975,3d gaze,-68.246,-86.284,529.325,,5,3,6.363,0.361,l_3_os,3Orange,POINT,6.332,85.797,1,86,179,0.384,0.643,18
109473.114,0.653,2,174.116,16,21,TRUE,260.371,2,0.443,0.67,0.805,0.969,3d gaze,-66.125,-100.01,580.583,,5,3,6.523,0.521,l_4r_1,4Red,POINT,6.535,105.628,1,106,183,0.384,0.568,19
109473.482,1.021,3,86.255,27,30,FALSE,86.255,1,0.45,0.678,0.507,0.962,3d gaze,-64.952,-113.628,631.898,,5,3,6.883,0.881,l_4yr_2,4YellowRound,POINT,6.88,209.524,1,210,192,0.343,0.506,20
109473.632,1.171,4,116.576,31,35,TRUE,473.427,3,0.559,0.741,1.853,0.784,3d gaze,56.343,-198.82,831.323,,5,3,7.123,1.121,l_3_os,3Orange,POINT,6.88,209.524,1,210,192,0.343,0.506,20
109473.753,1.292,5,235.471,35,41,TRUE,356.851,2,0.578,0.739,1.906,0.822,3d gaze,72.588,-173.669,731.019,,5,3,7.843,1.841,l_2dr_1,2DarkRed,POINT,7.814,614.768,2,460,198,0.378,0.639,21
109474.215,1.753,6,121.381,48,51,FALSE,121.381,1,0.601,0.734,0.643,0.868,3d gaze,103.088,-178.583,762.103,,5,3,7.963,1.961,l_3_os,3Orange,POINT,7.814,614.768,2,460,198,0.378,0.639,21
109474.586,2.125,7,86.197,58,60,FALSE,86.197,1,0.646,0.627,1.878,0.84,3d gaze,84.066,-54.72,408.837,,5,3,8.844,2.842,l_4r_2,4Red,POINT,8.784,99.786,1,100,226,0.334,0.642,25
109474.762,2.301,8,334.018,62,71,TRUE,632.806,2,0.589,0.591,1.616,0.906,3d gaze,55.732,-48.469,487.545,,5,3,9.604,3.602,l_4r_1,4Red,POINT,9.539,87.086,1,87,248,0.398,0.517,26
109475.109,2.648,9,298.788,71,80,FALSE,298.788,1,0.637,0.605,1.891,0.884,3d gaze,99.813,-58.966,521.469,,5,3,9.924,3.922,l_3_os,3Orange,POINT,9.864,1209.802,5,91,258,0.405,0.455,27
