start_timestamp,re-set clock,id,duration,start_frame_index,end_frame_index,Adjacent_Fixation?,Cumulative Fixation Time,Cumulative Fixation Counter,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,,Participant,Build,Time_boris,Time_N,Behavior_boris,Behavioral category,Status,closest_time_match,Look_duration,Fixations_per_look,Duration_of_1st_Fixation_in_look,pupil_start_frame,norm_Fixation_pos_x,norm_Fixation_pos_y,Fixation_number
1167.353,0,1,323.882,0,6,FALSE,323.882,1,0.492,0.790,1.963,0.976,3d gaze,-11.477,-85.591,298.275,,16,3,0.055,0,l_4r_1,4Red,POINT,0.000,323.882,1,324,0,0.492,0.790,1
1167.709,0.356,2,213.466,7,13,TRUE,468.481,2,0.403,0.760,1.963,0.958,3d gaze,-51.105,-73.929,282.380,,16,3,0.055,0,l_4r_2,4Red,POINT,0.000,323.882,1,324,0,0.492,0.790,1
1167.988,0.635,3,255.015,15,23,FALSE,255.015,1,0.420,0.769,1.925,0.902,3d gaze,-41.667,-72.911,270.803,,16,3,0.549,0.494,l_1t,1transparent,POINT,0.635,255.015,1,255,15,0.420,0.769,3
1168.296,0.943,4,165.528,24,29,TRUE,838.102,3,0.557,0.762,1.917,0.991,3d gaze,16.979,-67.788,260.738,,16,3,0.823,0.768,l_4yr_1,4YellowRound,POINT,0.943,838.102,3,166,24,0.557,0.762,4
1168.586,1.233,5,483.831,33,48,TRUE,672.574,2,0.523,0.760,1.425,0.958,3d gaze,3.146,-68.611,266.896,,16,3,1.098,1.043,l_4r_3,4Red,POINT,1.233,672.574,2,484,33,0.523,0.760,5
1169.106,1.753,6,188.743,49,54,FALSE,188.743,1,0.529,0.767,1.206,0.908,3d gaze,5.572,-69.298,261.826,,16,3,1.317,1.262,l_4r_2,4Red,POINT,1.233,672.574,2,484,33,0.523,0.760,5
1169.351,1.998,7,428.216,56,65,TRUE,867.706,3,0.408,0.770,1.093,0.891,3d gaze,-45.643,-71.472,263.324,,16,3,2.086,2.031,l_1t,1transparent,POINT,1.998,867.706,3,428,56,0.408,0.770,7
1169.809,2.456,8,113.065,66,68,TRUE,439.490,2,0.456,0.774,1.812,0.846,3d gaze,-25.274,-72.464,265.968,,16,3,2.689,2.634,l_4r_1,4Red,POINT,2.593,326.425,1,326,69,0.504,0.749,9
1169.946,2.593,9,326.425,69,76,FALSE,326.425,1,0.504,0.749,2.006,0.908,3d gaze,-4.832,-62.900,255.305,,16,3,3.513,3.458,l_1t,1transparent,POINT,3.392,244.197,1,244,87,0.428,0.743,10
1170.745,3.392,10,244.197,87,92,FALSE,244.197,1,0.428,0.743,1.266,0.932,3d gaze,-32.931,-56.856,234.076,,16,3,3.568,3.513,l_4yr_1,4YellowRound,POINT,3.655,1950.167,5,317,93,0.486,0.733,11
1171.008,3.655,11,316.610,93,100,TRUE,1950.167,5,0.486,0.733,1.960,0.941,3d gaze,-10.404,-51.253,221.246,,16,3,3.842,3.787,l_4r_1,4Red,POINT,3.979,1633.557,4,369,101,0.492,0.735,12
1171.331,3.979,12,368.935,101,108,TRUE,1633.557,4,0.492,0.735,1.639,0.919,3d gaze,-8.240,-50.948,218.089,,16,3,4.446,4.391,l_4r_2,4Red,POINT,4.351,1264.622,3,489,108,0.516,0.774,13
1171.704,4.351,13,489.134,108,117,TRUE,1264.622,3,0.516,0.774,1.926,0.951,3d gaze,0.155,-63.024,232.538,,16,3,5.763,5.708,l_1t,1transparent,POINT,5.711,249.868,1,250,132,0.414,0.761,16
1172.209,4.856,14,497.993,117,127,TRUE,775.488,2,0.518,0.777,1.203,0.973,3d gaze,1.055,-68.779,250.728,,16,3,6.092,6.037,l_4r_2,4Red,POINT,6.011,2381.442,5,474,140,0.532,0.784,17
1172.710,5.357,15,277.495,127,131,FALSE,277.495,1,0.519,0.777,0.829,0.958,3d gaze,1.257,-69.592,253.554,,16,3,6.092,6.037,l_4yr_2,4YellowRound,POINT,6.011,2381.442,5,474,140,0.532,0.784,17
1173.064,5.711,16,249.868,132,139,FALSE,249.868,1,0.414,0.761,1.318,0.878,3d gaze,-42.070,-67.422,257.514,,16,3,6.806,6.751,l_4r_3,4Red,POINT,7.023,1408.662,3,488,163,0.536,0.787,19
1173.364,6.011,17,473.704,140,152,TRUE,2381.442,5,0.532,0.784,1.838,0.953,3d gaze,6.686,-71.597,254.140,,16,3,8.617,8.562,l_2dr_1,2DarkRed,POINT,8.493,995.993,2,497,194,0.614,0.697,22
1173.873,6.520,18,499.075,153,163,TRUE,1907.738,4,0.536,0.783,0.494,0.981,3d gaze,8.313,-72.225,257.687,,16,3,9.715,9.66,l_4yr_3,4YellowRound,POINT,9.652,811.326,2,497,223,0.616,0.611,25
1174.376,7.023,19,488.036,163,173,TRUE,1408.662,3,0.536,0.787,0.458,0.962,3d gaze,8.210,-73.492,258.563,,16,3,10.812,10.757,l_2dr_1,2DarkRed,POINT,10.588,1652.597,4,497,230,0.627,0.697,28
1174.877,7.524,20,499.326,174,183,TRUE,920.626,2,0.536,0.789,1.069,0.948,3d gaze,8.713,-77.146,269.240,,16,3,12.569,12.514,l_4r_2,4Red,POINT,12.561,864.885,3,268,268,0.523,0.697,33
1175.379,8.027,21,421.300,183,193,FALSE,421.300,1,0.540,0.792,1.116,0.920,3d gaze,10.732,-80.065,277.029,,16,3,12.569,12.514,l_4yr_2,4YellowRound,POINT,12.561,864.885,3,268,268,0.523,0.697,33
1175.846,8.493,22,496.675,194,207,TRUE,995.993,2,0.614,0.697,0.892,0.707,3d gaze,42.599,-54.377,274.022,,16,3,12.898,12.843,u_4yr_4,4YellowRound,START,12.835,596.888,2,344,274,0.533,0.727,34
1176.346,8.993,23,499.317,207,220,FALSE,499.317,1,0.614,0.694,1.999,0.692,3d gaze,40.979,-51.899,264.208,,16,3,13.063,13.008,u_4yr_4,4YellowRound,STOP,13.227,252.622,1,253,283,0.538,0.713,35
1176.861,9.508,24,136.165,220,223,TRUE,947.491,3,0.615,0.630,1.414,0.860,3d gaze,39.686,-34.622,254.774,,16,3,13.337,13.282,u_4yr_3,4YellowRound,START,13.227,252.622,1,253,283,0.538,0.713,35
1177.005,9.652,25,496.719,223,230,TRUE,811.326,2,0.616,0.611,1.730,0.767,3d gaze,42.059,-31.519,267.454,,16,3,13.392,13.337,u_4yr_3,4YellowRound,STOP,13.530,577.132,2,191,292,0.454,0.690,36
1177.507,10.154,26,314.607,230,230,FALSE,314.607,1,0.617,0.615,1.513,0.710,3d gaze,42.933,-33.087,270.483,,16,3,13.392,13.337,u_4yr_4,4YellowRound,START,13.530,577.132,2,191,292,0.454,0.690,36
1177.837,10.485,27,100.065,230,230,TRUE,1752.663,5,0.628,0.690,1.969,0.706,3d gaze,48.407,-52.399,271.350,,16,3,13.557,13.502,l_4yr_2,4YellowRound,POINT,13.530,577.132,2,191,292,0.454,0.690,36
1177.941,10.588,28,496.735,230,233,TRUE,1652.597,4,0.627,0.697,1.203,0.765,3d gaze,47.434,-53.357,267.292,,16,3,13.666,13.611,l_4yr_1,4YellowRound,POINT,13.731,386.098,1,386,298,0.460,0.672,37
