start_timestamp,re-set clock,id,duration,start_frame_index,end_frame_index,Adjacent_Fixation?,Cumulative Fixation Time,Cumulative Fixation Counter,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,,Participant,Build,Time_boris,Time_N,Behavior_boris,Behavioral category,Status,closest_time_match,Look_duration,Fixations_per_look,Duration_of_1st_Fixation_in_look,pupil_start_frame,norm_Fixation_pos_x,norm_Fixation_pos_y,Fixation_number
104880.119,0,1,275.553,1,4,FALSE,275.553,1,0.4,0.684,0.952,0.836,3d gaze,-296,-301,1608,,4,2,0.939,0,l_2dr_1,2DarkRed,POINT,1.131,134.803,1,135,29,0.39,0.515,5
104880.418,0.299,2,173.679,4,10,TRUE,332.455,2,0.345,0.465,1.766,0.814,3d gaze,-172,10,633,,4,2,1.252,0.313,l_2dr_2,2DarkRed,POINT,1.342,105.102,1,105,35,0.358,0.26,6
104880.605,0.486,3,158.776,10,15,FALSE,158.776,1,0.351,0.5,1.029,0.819,3d gaze,-166,-11,634,,4,2,1.957,1.018,l_4r_1,4Red,POINT,2.084,1373.887,9,93,57,0.325,0.672,9
104880.832,0.713,4,188.241,17,23,FALSE,188.241,1,0.377,0.712,0.633,0.853,3d gaze,376,364,-1682,,4,2,1.957,1.018,l_4yr_1,4YellowRound,POINT,2.084,1373.887,9,93,57,0.325,0.672,9
104881.25,1.131,5,134.803,29,32,FALSE,134.803,1,0.39,0.515,1.107,0.796,3d gaze,-35,-5,175,,4,2,2.544,1.605,l_2dr_1,2DarkRed,POINT,2.534,1199.364,7,110,68,0.383,0.721,11
104881.461,1.342,6,105.102,35,38,FALSE,105.102,1,0.358,0.26,1.098,0.678,3d gaze,-37,30,145,,4,2,3.875,2.936,l_4r_1,4Red,POINT,3.74,523.176,2,224,101,0.36,0.726,16
104881.727,1.607,7,125.629,43,46,FALSE,125.629,1,0.389,0.551,1.315,0.849,3d gaze,-50,-16,254,,4,2,5.288,4.349,l_4yr_1,4YellowRound,POINT,5.496,330.677,1,331,150,0.376,0.68,21
104881.931,1.812,8,89.703,49,52,FALSE,89.703,1,0.353,0.722,1.461,0.815,3d gaze,158,136,-596,,4,2,6.262,5.323,l_4yr_1,4YellowRound,POINT,6.335,1085.82,6,197,175,0.339,0.69,24
104882.203,2.084,9,93.322,57,60,TRUE,1373.887,9,0.325,0.672,1.977,0.786,3d gaze,-208,-121,669,,4,2,6.793,5.854,l_4r_1,4Red,POINT,6.962,549.701,4,278,190,0.383,0.662,26
104882.5,2.381,10,81.201,65,66,TRUE,1280.565,8,0.372,0.699,1.257,0.78,3d gaze,1492,1290,-6406,,4,2,7.045,6.106,l_4r_2,4Red,POINT,6.962,549.701,4,278,190,0.383,0.662,26
104882.653,2.534,11,110.011,68,71,TRUE,1199.364,7,0.383,0.721,0.527,0.798,3d gaze,283,298,-1331,,4,2,7.867,6.928,l_4r_1,4Red,POINT,7.838,89.073,1,89,216,0.352,0.726,29
104882.991,2.871,12,80.583,78,81,TRUE,1089.352,6,0.388,0.727,0.301,0.875,3d gaze,227,254,-1103,,4,2,8.728,7.789,l_4r_2,4Red,POINT,8.807,916.646,3,96,245,0.338,0.697,32
104883.092,2.972,13,248.895,81,89,TRUE,1008.769,5,0.384,0.718,1.446,0.852,3d gaze,357,366,-1665,,4,2,9.119,8.18,l_4yr_1,4YellowRound,POINT,8.935,820.238,2,497,248,0.341,0.669,33
104883.425,3.306,14,94.322,91,92,TRUE,759.875,4,0.376,0.705,0.186,0.778,3d gaze,1428,1331,-6367,,4,2,9.941,9.002,l_3_os,3Orange,POINT,9.964,125.674,1,126,276,0.386,0.609,36
104883.559,3.44,15,142.377,93,96,TRUE,665.552,3,0.376,0.704,0.198,0.774,3d gaze,3749,3463,-16682,,4,2,10.215,9.276,l_4yr_1,4YellowRound,POINT,10.097,627.634,2,438,280,0.37,0.664,37
104883.859,3.74,16,224.165,101,107,TRUE,523.176,2,0.36,0.726,1.821,0.839,3d gaze,212,191,-834,,4,2,11.233,10.294,l_4r_2,4Red,POINT,11.078,286.644,1,287,309,0.381,0.633,40
104884.362,4.243,17,299.011,116,125,FALSE,299.011,1,0.334,0.761,1.545,0.826,3d gaze,100,90,-333,,4,2,11.663,10.724,l_4r_1,4Red,POINT,11.765,451.491,3,95,329,0.342,0.677,42
104884.711,4.592,18,153.891,126,128,TRUE,1128.669,4,0.339,0.7,0.845,0.755,3d gaze,547,394,-1900,,4,2,12.994,12.055,l_4yr_1,4YellowRound,POINT,12.929,390.139,2,192,363,0.356,0.665,48
104884.918,4.799,19,222.405,130,137,TRUE,974.778,3,0.382,0.694,1.034,0.843,3d gaze,-1054,-975,4936,,4,2,14.403,13.464,l_4r_1,4Red,POINT,14.533,464.284,2,343,408,0.368,0.687,53
104885.159,5.04,20,421.696,137,149,TRUE,752.373,2,0.353,0.704,0.958,0.822,3d gaze,606,486,-2332,,4,2,15.108,14.169,l_3_os,3Orange,POINT,15.13,498.271,4,81,426,0.378,0.772,55
104885.615,5.496,21,330.677,150,160,FALSE,330.677,1,0.376,0.68,1.155,0.807,3d gaze,-600,-495,2676,,4,2,15.89,14.951,l_2dr_2,2DarkRed,POINT,15.983,216.426,1,216,449,0.427,0.696,59
104885.978,5.859,22,231.938,161,167,FALSE,231.938,1,0.352,0.73,1.428,0.872,3d gaze,179,158,-671,,4,2,16.634,15.695,l_3_os,3Orange,POINT,16.752,187.587,1,188,471,0.369,0.716,63
104886.23,6.111,23,216.33,168,175,TRUE,1302.149,7,0.345,0.678,0.433,0.813,3d gaze,-1029,-690,3725,,4,2,16.869,15.93,l_4r_3,4Red,POINT,16.969,332.718,2,136,477,0.37,0.591,64
104886.454,6.335,24,197.047,175,181,TRUE,1085.82,6,0.339,0.69,0.788,0.858,3d gaze,1470,1008,-5099,,4,2,17.417,16.478,u_4yr_2,4YellowRound,START,17.651,7017.998,23,214,497,0.385,0.701,66
104886.666,6.547,25,339.072,181,189,TRUE,888.773,5,0.349,0.682,0.66,0.796,3d gaze,-1412,-990,5241,,4,2,17.495,16.556,u_4r_3,4Red,START,17.651,7017.998,23,214,497,0.385,0.701,66
