start_timestamp,re-set clock,id,duration,start_frame_index,end_frame_index,Adjacent_Fixation?,Cumulative Fixation Time,Cumulative Fixation Counter,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,,Participant,Build,Time_boris,Time_N,Behavior_boris,Behavioral category,Status,closest_time_match,Look_duration,Fixations_per_look,Duration_of_1st_Fixation_in_look,pupil_start_frame,norm_Fixation_pos_x,norm_Fixation_pos_y,Fixation_number
15348.925,0,3,191.825,0,1,FALSE,191.825,1,0.646,0.546,1.673,0.920,3d gaze,444.684,-125.582,2154.620,,19,3,0.372,0,l_3_om,3Orange,POINT,0.372,849.639,2,499,1,0.759,0.492,4
15349.297,0.372,4,498.783,1,6,TRUE,849.639,2,0.759,0.492,0.823,0.786,3d gaze,-910.289,20.311,-2270.629,,19,3,0.425,0.053,l_1t,1transparent,POINT,0.372,849.639,2,499,1,0.759,0.492,4
15349.802,0.877,5,350.856,6,13,FALSE,350.856,1,0.754,0.495,1.082,0.779,3d gaze,-956.296,30.153,-2443.749,,19,3,1.008,0.636,l_3_os,3Orange,POINT,0.877,350.856,1,351,6,0.754,0.495,5
15350.217,1.292,6,227.284,14,20,TRUE,442.879,2,0.616,0.521,1.972,0.756,3d gaze,186.007,-40.545,1148.560,,19,3,1.168,0.796,l_3_om,3Orange,POINT,1.292,442.879,2,227,14,0.616,0.521,6
15350.536,1.610,7,215.595,22,28,FALSE,215.595,1,0.658,0.484,1.667,0.982,3d gaze,258.273,-3.483,1155.553,,19,3,1.539,1.167,l_2dr_1,2DarkRed,POINT,1.610,215.595,1,216,22,0.658,0.484,7
15350.777,1.851,8,136.992,28,33,TRUE,243.285,2,0.585,0.520,1.822,0.911,3d gaze,85.220,-27.240,790.580,,19,3,1.805,1.433,l_4yr_1,4YellowRound,POINT,1.851,243.285,2,137,28,0.585,0.520,8
15350.916,1.991,9,106.292,33,36,FALSE,106.292,1,0.576,0.524,2.006,0.791,3d gaze,55.569,-23.016,594.470,,19,3,2.07,1.698,l_3_ob,3Orange,POINT,1.991,106.292,1,106,33,0.576,0.524,9
15351.090,2.165,10,135.274,37,40,FALSE,135.274,1,0.473,0.502,1.703,0.718,3d gaze,-22.298,-6.225,339.699,,19,3,2.389,2.017,l_2dr_1,2DarkRed,POINT,2.494,87.192,1,87,44,0.666,0.447,11
15351.420,2.494,11,87.192,44,45,FALSE,87.192,1,0.666,0.447,0.214,0.998,3d gaze,112.177,15.337,473.566,,19,3,2.548,2.176,l_3_om,3Orange,POINT,2.494,87.192,1,87,44,0.666,0.447,11
15351.599,2.674,12,273.486,48,54,TRUE,735.247,6,0.609,0.493,1.999,0.653,3d gaze,97.093,-6.823,664.439,,19,3,3.079,2.707,l_4r_1,4Red,POINT,3.125,376.938,4,103,58,0.610,0.530,14
15351.934,3.008,13,84.824,55,57,TRUE,461.762,5,0.604,0.538,1.994,0.663,3d gaze,111.053,-41.649,796.782,,19,3,3.185,2.813,l_2dr_1,2DarkRed,POINT,3.232,274.274,3,110,61,0.622,0.522,15
