start_timestamp,re-set clock,id,duration,start_frame_index,end_frame_index,Adjacent_Fixation?,Cumulative Fixation Time,Cumulative Fixation Counter,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,,Participant,Build,Time_boris,Time_N,Behavior_boris,Behavioral category,Status,closest_time_match,Look_duration,Fixations_per_look,Duration_of_1st_Fixation_in_look,pupil_start_frame,norm_Fixation_pos_x,norm_Fixation_pos_y,Fixation_number
8757.305,0,1,364.437,1,5,FALSE,364.437,1,0.354,0.550,1.571,0.939,3d gaze,-80.170,-19.726,311.648,,18,2,0.041,0,l_3_ob,3Orange,POINT,0.000,364.437,1,364,1,0.354,0.550,1
8757.772,0.467,2,91.004,8,11,TRUE,405.865,3,0.511,0.527,0.290,0.852,3d gaze,-4.498,-23.531,580.519,,18,2,0.69,0.649,l_2dr_1,2DarkRed,POINT,0.760,314.861,2,127,17,0.490,0.479,3
8758.065,0.760,3,127.470,17,21,TRUE,314.861,2,0.490,0.479,1.994,0.804,3d gaze,-13.246,0.826,330.698,,18,2,0.892,0.851,l_4yr_1,4YellowRound,POINT,0.892,187.391,1,187,21,0.483,0.458,4
8758.196,0.892,4,187.391,21,27,FALSE,187.391,1,0.483,0.458,1.193,0.737,3d gaze,-15.762,6.863,315.446,,18,2,1.217,1.176,l_3_ob,3Orange,POINT,1.119,668.432,2,499,28,0.388,0.500,5
8758.424,1.119,5,498.983,28,43,TRUE,668.432,2,0.388,0.500,1.930,0.913,3d gaze,-64.298,-5.223,320.508,,18,2,1.947,1.906,l_1t,1transparent,POINT,1.850,86.174,1,86,49,0.498,0.413,7
8758.928,1.623,6,169.449,43,47,FALSE,169.449,1,0.392,0.490,0.553,0.886,3d gaze,-58.863,-2.217,302.109,,18,2,1.947,1.906,l_2dr_1,2DarkRed,POINT,1.850,86.174,1,86,49,0.498,0.413,7
8759.155,1.850,7,86.174,49,51,FALSE,86.174,1,0.498,0.413,1.783,0.651,3d gaze,-7.341,17.929,286.615,,18,2,2.191,2.15,l_4r_1,4Red,POINT,2.232,391.306,3,125,60,0.432,0.425,9
8759.392,2.088,8,83.653,55,58,FALSE,83.653,1,0.572,0.542,1.600,0.783,3d gaze,23.383,-14.645,269.606,,18,2,2.515,2.474,l_3_ob,3Orange,POINT,2.569,80.773,1,81,68,0.371,0.480,11
8759.537,2.232,9,124.922,60,63,TRUE,391.306,3,0.432,0.425,1.325,0.805,3d gaze,-43.613,17.148,333.832,,18,2,4.909,4.868,l_3_ob,3Orange,POINT,4.882,1014.272,3,305,131,0.281,0.474,20
8759.684,2.380,10,185.612,64,68,TRUE,266.385,2,0.382,0.458,1.783,0.837,3d gaze,-63.645,6.755,303.752,,18,2,7.262,7.221,l_3_ob,3Orange,POINT,7.124,176.547,1,177,198,0.354,0.548,25
8759.874,2.569,11,80.773,68,70,FALSE,80.773,1,0.371,0.480,1.506,0.875,3d gaze,-66.144,0.496,289.391,,18,2,7.748,7.707,l_1t,1transparent,POINT,7.613,147.202,1,147,213,0.397,0.492,26
8760.083,2.779,12,105.178,73,77,TRUE,643.751,4,0.271,0.547,1.098,0.976,3d gaze,-95.897,-14.879,236.292,,18,2,9.047,9.006,l_3_ob,3Orange,POINT,8.945,452.265,1,452,250,0.310,0.386,30
8760.241,2.936,13,129.746,78,82,TRUE,538.573,3,0.245,0.499,0.751,0.932,3d gaze,-73.452,-2.681,161.021,,18,2,9.655,9.614,l_1t,1transparent,POINT,9.565,178.732,1,179,268,0.390,0.444,31
8760.416,3.112,14,254.237,83,91,TRUE,408.827,2,0.295,0.538,1.556,0.990,3d gaze,-58.616,-8.715,162.393,,18,2,9.939,9.898,l_2dr_1,2DarkRed,POINT,9.824,120.874,1,121,276,0.491,0.547,32
8760.692,3.387,15,154.590,92,96,FALSE,154.590,1,0.250,0.508,1.286,0.966,3d gaze,-71.944,-4.132,161.135,,18,2,10.264,10.223,l_3_ob,3Orange,POINT,10.295,314.983,1,315,290,0.405,0.480,34
8760.908,3.603,16,277.178,98,106,TRUE,969.037,3,0.262,0.425,1.877,0.929,3d gaze,-68.992,9.065,162.546,,18,2,10.467,10.426,l_1t,1transparent,POINT,10.295,314.983,1,315,290,0.405,0.480,34
