time,total_length,FPS,behavior,behavioral_category,status,participantID,block
26.463,164.090,19.65,l_conf,Configuration,POINT,16,1
27.176,164.090,19.65,remove,Remove,POINT,16,1
27.176,164.090,19.65,u_conf,Configuration,STOP,16,1
27.430,164.090,19.65,l_2dr_1,2DarkRed,POINT,16,1
28.397,164.090,19.65,u_2dr_1,2DarkRed,START,16,1
29.109,164.090,19.65,l_2dr_2,2DarkRed,POINT,16,1
29.364,164.090,19.65,l_4r_3,4Red,POINT,16,1
29.364,164.090,19.65,l_4r_4,4Red,POINT,16,1
29.466,164.090,19.65,u_2dr_2,2DarkRed,START,16,1
29.618,164.090,19.65,u_2dr_1,2DarkRed,STOP,16,1
29.924,164.090,19.65,u_3_ob,3Orange,START,16,1
30.229,164.090,19.65,l_3_ob,3Orange,POINT,16,1
34.097,164.090,19.65,l_3_om,3Orange,POINT,16,1
34.504,164.090,19.65,u_3_ob,3Orange,STOP,16,1
34.860,164.090,19.65,l_3_om,3Orange,POINT,16,1
35.013,164.090,19.65,l_3_ob,3Orange,POINT,16,1
35.165,164.090,19.65,u_3_om,3Orange,START,16,1
35.318,164.090,19.65,u_2dr_2,2DarkRed,STOP,16,1
35.522,164.090,19.65,l_3_ob,3Orange,POINT,16,1
35.522,164.090,19.65,u_3_ob,3Orange,START,16,1
36.590,164.090,19.65,BC,BrickClick,POINT,16,1
36.590,164.090,19.65,u_3_ob,3Orange,STOP,16,1
36.590,164.090,19.65,u_3_om,3Orange,STOP,16,1
37.863,164.090,19.65,u_2dr_2,2DarkRed,START,16,1
38.066,164.090,19.65,u_conf,Configuration,START,16,1
38.524,164.090,19.65,l_conf,Configuration,POINT,16,1
39.695,164.090,19.65,l_2dr_2,2DarkRed,POINT,16,1
42.239,164.090,19.65,BC,BrickClick,POINT,16,1
42.392,164.090,19.65,l_base,Base,START,16,1
42.392,164.090,19.65,u_2dr_2,2DarkRed,STOP,16,1
42.392,164.090,19.65,u_conf,Configuration,STOP,16,1
42.697,164.090,19.65,u_2dr_1,2DarkRed,START,16,1
46.361,164.090,19.65,u_2dr_1,2DarkRed,STOP,16,1
47.176,164.090,19.65,u_base,Base,START,16,1
47.583,164.090,19.65,remove,Remove,POINT,16,1
47.684,164.090,19.65,u_base,Base,STOP,16,1
48.244,164.090,19.65,l_base,Base,STOP,16,1
48.244,164.090,19.65,u_conf,Configuration,START,16,1
48.448,164.090,19.65,l_4r_4,4Red,POINT,16,1
48.651,164.090,19.65,l_4yr_1,4YellowRound,POINT,16,1
48.702,164.090,19.65,l_4yr_1,4YellowRound,POINT,16,1
48.906,164.090,19.65,u_2dr_2,2DarkRed,START,16,1
50.229,164.090,19.65,l_conf,Configuration,POINT,16,1
50.738,164.090,19.65,l_4yr_1,4YellowRound,POINT,16,1
50.789,164.090,19.65,u_conf,Configuration,STOP,16,1
50.891,164.090,19.65,l_1t,1transparent,POINT,16,1
50.891,164.090,19.65,u_2dr_2,2DarkRed,STOP,16,1
51.501,164.090,19.65,u_1t,1transparent,START,16,1
52.214,164.090,19.65,l_conf,Configuration,POINT,16,1
53.282,164.090,19.65,u_conf,Configuration,START,16,1
55.471,164.090,19.65,BC,BrickClick,POINT,16,1
55.878,164.090,19.65,u_1t,1transparent,STOP,16,1
55.929,164.090,19.65,u_conf,Configuration,STOP,16,1
55.980,164.090,19.65,u_base,Base,START,16,1
56.183,164.090,19.65,l_2dr_1,2DarkRed,POINT,16,1
56.387,164.090,19.65,l_base,Base,START,16,1
56.743,164.090,19.65,u_2dr_1,2DarkRed,START,16,1
56.896,164.090,19.65,l_base,Base,STOP,16,1
57.303,164.090,19.65,l_2dr_1,2DarkRed,POINT,16,1
59.746,164.090,19.65,BC,BrickClick,POINT,16,1
60.509,164.090,19.65,l_base,Base,START,16,1
60.509,164.090,19.65,u_2dr_1,2DarkRed,STOP,16,1
60.712,164.090,19.65,l_2dr_2,2DarkRed,POINT,16,1
60.712,164.090,19.65,u_2dr_2,2DarkRed,START,16,1
65.191,164.090,19.65,BC,BrickClick,POINT,16,1
65.191,164.090,19.65,u_2dr_2,2DarkRed,STOP,16,1
66.361,164.090,19.65,l_base,Base,STOP,16,1
67.684,164.090,19.65,l_4yr_3,4YellowRound,POINT,16,1
67.684,164.090,19.65,l_4yr_4,4YellowRound,POINT,16,1
69.211,164.090,19.65,l_base,Base,START,16,1
69.669,164.090,19.65,l_3_os,3Orange,POINT,16,1
69.669,164.090,19.65,l_base,Base,STOP,16,1
69.720,164.090,19.65,l_4r_2,4Red,POINT,16,1
69.720,164.090,19.65,l_4r_3,4Red,POINT,16,1
70.382,164.090,19.65,l_4yr_3,4YellowRound,POINT,16,1
70.382,164.090,19.65,l_4yr_4,4YellowRound,POINT,16,1
70.433,164.090,19.65,u_4r_4,4Red,START,16,1
70.534,164.090,19.65,l_4yr_4,4YellowRound,POINT,16,1
71.094,164.090,19.65,u_4r_4,4Red,STOP,16,1
71.298,164.090,19.65,l_4r_3,4Red,POINT,16,1
71.298,164.090,19.65,l_4r_4,4Red,POINT,16,1
71.501,164.090,19.65,l_base,Base,START,16,1
71.654,164.090,19.65,l_4yr_3,4YellowRound,POINT,16,1
71.654,164.090,19.65,l_4yr_4,4YellowRound,POINT,16,1
71.654,164.090,19.65,l_base,Base,STOP,16,1
72.366,164.090,19.65,l_base,Base,START,16,1
72.366,164.090,19.65,u_4yr_4,4YellowRound,START,16,1
77.761,164.090,19.65,l_base,Base,STOP,16,1
78.015,164.090,19.65,u_4yr_4,4YellowRound,STOP,16,1
78.168,164.090,19.65,l_4r_4,4Red,POINT,16,1
78.219,164.090,19.65,l_base,Base,START,16,1
79.186,164.090,19.65,u_4r_4,4Red,START,16,1
79.288,164.090,19.65,l_base,Base,STOP,16,1
79.542,164.090,19.65,l_4r_4,4Red,POINT,16,1
81.170,164.090,19.65,l_base,Base,START,16,1
83.257,164.090,19.65,Acc,Accidents,START,16,1
83.766,164.090,19.65,u_4r_4,4Red,STOP,16,1
83.766,164.090,19.65,u_base,Base,STOP,16,1
84.733,164.090,19.65,u_base,Base,START,16,1
87.125,164.090,19.65,BC,BrickClick,POINT,16,1
87.583,164.090,19.65,l_base,Base,STOP,16,1
87.634,164.090,19.65,Acc,Accidents,STOP,16,1
88.041,164.090,19.65,l_4r_4,4Red,POINT,16,1
88.142,164.090,19.65,l_base,Base,START,16,1
88.651,164.090,19.65,u_4r_4,4Red,START,16,1
92.774,164.090,19.65,BC,BrickClick,POINT,16,1
92.774,164.090,19.65,u_4r_4,4Red,STOP,16,1
93.740,164.090,19.65,u_4yr_4,4YellowRound,START,16,1
94.097,164.090,19.65,l_base,Base,STOP,16,1
94.148,164.090,19.65,l_4yr_4,4YellowRound,POINT,16,1
94.453,164.090,19.65,l_4r_3,4Red,POINT,16,1
94.453,164.090,19.65,u_4yr_4,4YellowRound,STOP,16,1
95.064,164.090,19.65,l_base,Base,START,16,1
95.115,164.090,19.65,u_4r_1,4Red,START,16,1
95.827,164.090,19.65,l_4r_1,4Red,POINT,16,1
96.539,164.090,19.65,l_base,Base,STOP,16,1
102.494,164.090,19.65,u_4r_1,4Red,STOP,16,1
103.461,164.090,19.65,remove,Remove,POINT,16,1
107.379,164.090,19.65,BC,BrickClick,POINT,16,1
108.092,164.090,19.65,u_4r_1,4Red,START,16,1
108.448,164.090,19.65,l_base,Base,START,16,1
118.321,164.090,19.65,BC,BrickClick,POINT,16,1
118.321,164.090,19.65,u_4r_1,4Red,STOP,16,1
119.084,164.090,19.65,l_3_os,3Orange,POINT,16,1
119.084,164.090,19.65,l_base,Base,STOP,16,1
119.135,164.090,19.65,l_base,Base,START,16,1
119.389,164.090,19.65,l_base,Base,STOP,16,1
119.593,164.090,19.65,l_3_os,3Orange,POINT,16,1
120.051,164.090,19.65,l_4r_3,4Red,POINT,16,1
120.153,164.090,19.65,u_4r_3,4Red,START,16,1
120.458,164.090,19.65,l_base,Base,START,16,1
131.705,164.090,19.65,BC,BrickClick,POINT,16,1
132.061,164.090,19.65,u_4r_3,4Red,STOP,16,1
132.417,164.090,19.65,l_base,Base,STOP,16,1
132.468,164.090,19.65,l_3_os,3Orange,POINT,16,1
132.875,164.090,19.65,l_4r_2,4Red,POINT,16,1
133.130,164.090,19.65,l_base,Base,START,16,1
133.181,164.090,19.65,u_4r_2,4Red,START,16,1
136.743,164.090,19.65,BC,BrickClick,POINT,16,1
136.743,164.090,19.65,u_4r_2,4Red,STOP,16,1
137.099,164.090,19.65,l_base,Base,STOP,16,1
137.354,164.090,19.65,l_4yr_3,4YellowRound,POINT,16,1
137.659,164.090,19.65,l_base,Base,START,16,1
138.270,164.090,19.65,u_3_os,3Orange,STOP,16,1
138.524,164.090,19.65,l_4yr_4,4YellowRound,POINT,16,1
138.524,164.090,19.65,l_base,Base,STOP,16,1
138.830,164.090,19.65,l_base,Base,START,16,1
140.662,164.090,19.65,l_4yr_4,4YellowRound,POINT,16,1
140.662,164.090,19.65,l_base,Base,STOP,16,1
140.967,164.090,19.65,u_3_os,3Orange,START,16,1
141.018,164.090,19.65,u_3_os,3Orange,STOP,16,1
141.120,164.090,19.65,l_base,Base,START,16,1
141.170,164.090,19.65,u_4yr_4,4YellowRound,START,16,1
148.193,164.090,19.65,BC,BrickClick,POINT,16,1
148.499,164.090,19.65,u_4yr_4,4YellowRound,STOP,16,1
149.008,164.090,19.65,l_base,Base,STOP,16,1
149.211,164.090,19.65,l_4yr_3,4YellowRound,POINT,16,1
149.720,164.090,19.65,u_base,Base,STOP,16,1
151.908,164.090,19.65,l_4yr_1,4YellowRound,POINT,16,1
152.977,164.090,19.65,l_4yr_2,4YellowRound,POINT,16,1
1.063,83.560,18.82,l_1t,1transparent,POINT,16,2
1.116,83.560,18.82,l_2dr_1,2DarkRed,POINT,16,2
2.072,83.560,18.82,l_4yr_1,4YellowRound,POINT,16,2
3.029,83.560,18.82,l_2dr_2,2DarkRed,POINT,16,2
6.057,83.560,18.82,l_1t,1transparent,POINT,16,2
6.908,83.560,18.82,l_4r_1,4Red,POINT,16,2
8.077,83.560,18.82,l_1t,1transparent,POINT,16,2
8.767,83.560,18.82,l_4yr_1,4YellowRound,POINT,16,2
9.405,83.560,18.82,l_2dr_1,2DarkRed,POINT,16,2
9.777,83.560,18.82,l_4r_1,4Red,POINT,16,2
10.574,83.560,18.82,l_1t,1transparent,POINT,16,2
11.690,83.560,18.82,l_4r_1,4Red,POINT,16,2
12.009,83.560,18.82,l_4yr_1,4YellowRound,POINT,16,2
12.327,83.560,18.82,l_1t,1transparent,POINT,16,2
13.974,83.560,18.82,l_3_om,3Orange,POINT,16,2
13.974,83.560,18.82,u_2dr_2,2DarkRed,START,16,2
14.931,83.560,18.82,l_4r_2,4Red,POINT,16,2
15.356,83.560,18.82,l_2dr_2,2DarkRed,POINT,16,2
15.781,83.560,18.82,l_1t,1transparent,POINT,16,2
15.781,83.560,18.82,u_4r_2,4Red,START,16,2
16.047,83.560,18.82,l_4r_1,4Red,POINT,16,2
16.631,83.560,18.82,l_1t,1transparent,POINT,16,2
17.163,83.560,18.82,u_4r_2,4Red,STOP,16,2
17.322,83.560,18.82,u_2dr_2,2DarkRed,STOP,16,2
18.172,83.560,18.82,l_3_ob,3Orange,POINT,16,2
18.172,83.560,18.82,u_3_ob,3Orange,START,16,2
18.704,83.560,18.82,u_2dr_2,2DarkRed,START,16,2
20.138,83.560,18.82,BC,BrickClick,POINT,16,2
20.191,83.560,18.82,u_2dr_2,2DarkRed,STOP,16,2
20.191,83.560,18.82,u_3_ob,3Orange,STOP,16,2
20.191,83.560,18.82,u_conf,Configuration,START,16,2
20.616,83.560,18.82,l_1t,1transparent,POINT,16,2
20.776,83.560,18.82,u_1t,1transparent,START,16,2
21.148,83.560,18.82,l_conf,Configuration,POINT,16,2
22.210,83.560,18.82,BC,BrickClick,POINT,16,2
22.210,83.560,18.82,u_1t,1transparent,STOP,16,2
22.210,83.560,18.82,u_base,Base,START,16,2
22.210,83.560,18.82,u_conf,Configuration,STOP,16,2
22.529,83.560,18.82,l_base,Base,START,16,2
22.848,83.560,18.82,l_base,Base,STOP,16,2
22.954,83.560,18.82,l_4r_2,4Red,POINT,16,2
22.954,83.560,18.82,l_4r_3,4Red,POINT,16,2
23.326,83.560,18.82,l_3_om,3Orange,POINT,16,2
23.326,83.560,18.82,l_3_os,3Orange,POINT,16,2
23.486,83.560,18.82,l_3_os,3Orange,POINT,16,2
23.486,83.560,18.82,l_4yr_2,4YellowRound,POINT,16,2
23.539,83.560,18.82,l_4yr_2,4YellowRound,POINT,16,2
24.230,83.560,18.82,l_base,Base,START,16,2
24.442,83.560,18.82,u_4yr_2,4YellowRound,START,16,2
24.495,83.560,18.82,u_4yr_2,4YellowRound,STOP,16,2
24.761,83.560,18.82,l_base,Base,STOP,16,2
24.814,83.560,18.82,l_4yr_1,4YellowRound,POINT,16,2
24.814,83.560,18.82,l_4yr_2,4YellowRound,POINT,16,2
25.292,83.560,18.82,l_2dr_1,2DarkRed,POINT,16,2
25.345,83.560,18.82,u_base,Base,STOP,16,2
25.824,83.560,18.82,l_3_om,3Orange,POINT,16,2
26.302,83.560,18.82,l_2dr_1,2DarkRed,POINT,16,2
26.302,83.560,18.82,u_2dr_1,2DarkRed,START,16,2
27.205,83.560,18.82,l_base,Base,START,16,2
27.577,83.560,18.82,u_base,Base,START,16,2
31.775,83.560,18.82,l_4yr_1,4YellowRound,POINT,16,2
31.775,83.560,18.82,l_base,Base,STOP,16,2
31.934,83.560,18.82,u_2dr_1,2DarkRed,STOP,16,2
32.200,83.560,18.82,l_base,Base,START,16,2
32.306,83.560,18.82,u_4yr_1,4YellowRound,START,16,2
36.397,83.560,18.82,BC,BrickClick,POINT,16,2
36.451,83.560,18.82,u_4yr_1,4YellowRound,STOP,16,2
37.832,83.560,18.82,u_4yr_3,4YellowRound,START,16,2
41.233,83.560,18.82,BC,BrickClick,POINT,16,2
41.233,83.560,18.82,u_4yr_3,4YellowRound,STOP,16,2
41.339,83.560,18.82,l_base,Base,STOP,16,2
41.392,83.560,18.82,l_4r_4,4Red,POINT,16,2
41.870,83.560,18.82,l_2dr_1,2DarkRed,POINT,16,2
42.189,83.560,18.82,l_3_om,3Orange,POINT,16,2
42.402,83.560,18.82,l_2dr_1,2DarkRed,POINT,16,2
42.561,83.560,18.82,u_2dr_1,2DarkRed,START,16,2
45.058,83.560,18.82,l_3_om,3Orange,POINT,16,2
45.590,83.560,18.82,u_2dr_1,2DarkRed,STOP,16,2
45.643,83.560,18.82,l_4r_1,4Red,POINT,16,2
46.227,83.560,18.82,u_3_om,3Orange,START,16,2
46.440,83.560,18.82,l_base,Base,START,16,2
48.193,83.560,18.82,l_base,Base,STOP,16,2
48.247,83.560,18.82,l_3_os,3Orange,POINT,16,2
48.990,83.560,18.82,l_4yr_2,4YellowRound,POINT,16,2
49.734,83.560,18.82,u_3_om,3Orange,STOP,16,2
50.478,83.560,18.82,l_4r_3,4Red,POINT,16,2
50.744,83.560,18.82,l_base,Base,START,16,2
51.169,83.560,18.82,u_3_om,3Orange,START,16,2
52.710,83.560,18.82,l_base,Base,STOP,16,2
52.816,83.560,18.82,BC,BrickClick,POINT,16,2
52.816,83.560,18.82,l_4r_2,4Red,POINT,16,2
52.816,83.560,18.82,u_3_om,3Orange,STOP,16,2
53.188,83.560,18.82,l_base,Base,START,16,2
53.188,83.560,18.82,u_4r_3,4Red,START,16,2
56.217,83.560,18.82,BC,BrickClick,POINT,16,2
56.217,83.560,18.82,u_4r_3,4Red,STOP,16,2
56.270,83.560,18.82,l_base,Base,STOP,16,2
56.376,83.560,18.82,l_4r_2,4Red,POINT,16,2
56.801,83.560,18.82,l_base,Base,START,16,2
56.801,83.560,18.82,u_4r_2,4Red,START,16,2
59.033,83.560,18.82,BC,BrickClick,POINT,16,2
59.033,83.560,18.82,u_4r_2,4Red,STOP,16,2
60.414,83.560,18.82,remove,Remove,POINT,16,2
61.849,83.560,18.82,remove,Remove,POINT,16,2
63.656,83.560,18.82,u_4r_4,4Red,START,16,2
68.066,83.560,18.82,BC,BrickClick,POINT,16,2
68.225,83.560,18.82,u_4r_4,4Red,STOP,16,2
72.157,83.560,18.82,BC,BrickClick,POINT,16,2
73.539,83.560,18.82,l_base,Base,STOP,16,2
73.539,83.560,18.82,u_base,Base,STOP,16,2
0.055,199.790,18.22,l_4r_1,4Red,POINT,16,3
0.055,199.790,18.22,l_4r_2,4Red,POINT,16,3
0.549,199.790,18.22,l_1t,1transparent,POINT,16,3
0.823,199.790,18.22,l_4yr_1,4YellowRound,POINT,16,3
1.098,199.790,18.22,l_4r_3,4Red,POINT,16,3
1.317,199.790,18.22,l_4r_2,4Red,POINT,16,3
2.086,199.790,18.22,l_1t,1transparent,POINT,16,3
2.689,199.790,18.22,l_4r_1,4Red,POINT,16,3
3.513,199.790,18.22,l_1t,1transparent,POINT,16,3
3.568,199.790,18.22,l_4yr_1,4YellowRound,POINT,16,3
3.842,199.790,18.22,l_4r_1,4Red,POINT,16,3
4.446,199.790,18.22,l_4r_2,4Red,POINT,16,3
5.763,199.790,18.22,l_1t,1transparent,POINT,16,3
6.092,199.790,18.22,l_4r_2,4Red,POINT,16,3
6.092,199.790,18.22,l_4yr_2,4YellowRound,POINT,16,3
6.806,199.790,18.22,l_4r_3,4Red,POINT,16,3
8.617,199.790,18.22,l_2dr_1,2DarkRed,POINT,16,3
9.715,199.790,18.22,l_4yr_3,4YellowRound,POINT,16,3
10.812,199.790,18.22,l_2dr_1,2DarkRed,POINT,16,3
12.569,199.790,18.22,l_4r_2,4Red,POINT,16,3
12.569,199.790,18.22,l_4yr_2,4YellowRound,POINT,16,3
12.898,199.790,18.22,u_4yr_4,4YellowRound,START,16,3
13.063,199.790,18.22,u_4yr_4,4YellowRound,STOP,16,3
13.337,199.790,18.22,u_4yr_3,4YellowRound,START,16,3
13.392,199.790,18.22,u_4yr_3,4YellowRound,STOP,16,3
13.392,199.790,18.22,u_4yr_4,4YellowRound,START,16,3
13.557,199.790,18.22,l_4yr_2,4YellowRound,POINT,16,3
13.666,199.790,18.22,l_4yr_1,4YellowRound,POINT,16,3
13.886,199.790,18.22,u_4yr_1,4YellowRound,START,16,3
14.215,199.790,18.22,u_4yr_2,4YellowRound,START,16,3
14.270,199.790,18.22,l_4r_4,4Red,POINT,16,3
15.203,199.790,18.22,l_3_ob,3Orange,POINT,16,3
15.697,199.790,18.22,u_4yr_2,4YellowRound,STOP,16,3
15.862,199.790,18.22,u_4yr_1,4YellowRound,STOP,16,3
16.630,199.790,18.22,l_4yr_1,4YellowRound,POINT,16,3
17.124,199.790,18.22,l_3_ob,3Orange,POINT,16,3
17.673,199.790,18.22,l_4r_3,4Red,POINT,16,3
17.947,199.790,18.22,l_4r_4,4Red,POINT,16,3
19.155,199.790,18.22,l_4r_3,4Red,POINT,16,3
19.539,199.790,18.22,l_4r_2,4Red,POINT,16,3
19.539,199.790,18.22,u_4yr_2,4YellowRound,START,16,3
19.649,199.790,18.22,u_4yr_4,4YellowRound,STOP,16,3
19.704,199.790,18.22,l_4r_3,4Red,POINT,16,3
19.813,199.790,18.22,l_2dr_1,2DarkRed,POINT,16,3
20.198,199.790,18.22,u_4yr_2,4YellowRound,STOP,16,3
20.198,199.790,18.22,u_4yr_4,4YellowRound,START,16,3
20.362,199.790,18.22,l_4r_1,4Red,POINT,16,3
20.362,199.790,18.22,l_4r_2,4Red,POINT,16,3
20.746,199.790,18.22,u_4r_4,4Red,START,16,3
21.734,199.790,18.22,l_2dr_1,2DarkRed,POINT,16,3
21.734,199.790,18.22,l_4r_3,4Red,POINT,16,3
22.722,199.790,18.22,l_4r_4,4Red,POINT,16,3
23.436,199.790,18.22,u_4r_4,4Red,STOP,16,3
23.491,199.790,18.22,l_4yr_2,4YellowRound,POINT,16,3
23.546,199.790,18.22,l_2dr_1,2DarkRed,POINT,16,3
23.546,199.790,18.22,u_4yr_4,4YellowRound,STOP,16,3
24.479,199.790,18.22,l_2dr_1,2DarkRed,POINT,16,3
24.588,199.790,18.22,u_4yr_1,4YellowRound,START,16,3
24.973,199.790,18.22,u_4yr_1,4YellowRound,STOP,16,3
25.027,199.790,18.22,l_4yr_2,4YellowRound,POINT,16,3
25.027,199.790,18.22,u_4yr_4,4YellowRound,START,16,3
25.082,199.790,18.22,l_4r_1,4Red,POINT,16,3
25.576,199.790,18.22,u_4yr_4,4YellowRound,STOP,16,3
25.686,199.790,18.22,l_4yr_1,4YellowRound,POINT,16,3
25.686,199.790,18.22,u_4yr_1,4YellowRound,START,16,3
26.015,199.790,18.22,l_4yr_2,4YellowRound,POINT,16,3
26.015,199.790,18.22,u_4yr_1,4YellowRound,STOP,16,3
26.564,199.790,18.22,l_2dr_1,2DarkRed,POINT,16,3
26.564,199.790,18.22,u_4yr_2,4YellowRound,START,16,3
27.003,199.790,18.22,u_4yr_2,4YellowRound,STOP,16,3
27.113,199.790,18.22,l_4r_4,4Red,POINT,16,3
27.387,199.790,18.22,l_4yr_2,4YellowRound,POINT,16,3
27.387,199.790,18.22,u_2dr_1,2DarkRed,START,16,3
27.387,199.790,18.22,u_4yr_1,4YellowRound,START,16,3
34.962,199.790,18.22,BC,BrickClick,POINT,16,3
34.962,199.790,18.22,u_4yr_1,4YellowRound,STOP,16,3
35.016,199.790,18.22,u_2dr_1,2DarkRed,STOP,16,3
35.071,199.790,18.22,u_conf,Configuration,START,16,3
35.126,199.790,18.22,l_conf,Configuration,POINT,16,3
35.236,199.790,18.22,l_4yr_2,4YellowRound,POINT,16,3
35.675,199.790,18.22,u_4yr_2,4YellowRound,START,16,3
35.950,199.790,18.22,l_base,Base,START,16,3
40.834,199.790,18.22,u_4yr_2,4YellowRound,STOP,16,3
41.054,199.790,18.22,l_1t,1transparent,POINT,16,3
41.712,199.790,18.22,remove,Remove,POINT,16,3
41.712,199.790,18.22,u_conf,Configuration,STOP,16,3
41.932,199.790,18.22,l_2dr_1,2DarkRed,POINT,16,3
42.700,199.790,18.22,u_2dr_2,2DarkRed,START,16,3
43.963,199.790,18.22,u_conf,Configuration,START,16,3
44.018,199.790,18.22,u_2dr_2,2DarkRed,STOP,16,3
45.060,199.790,18.22,l_conf,Configuration,POINT,16,3
46.378,199.790,18.22,l_3_os,3Orange,POINT,16,3
46.542,199.790,18.22,l_3_om,3Orange,POINT,16,3
46.597,199.790,18.22,l_1t,1transparent,POINT,16,3
47.256,199.790,18.22,u_3_os,3Orange,START,16,3
47.475,199.790,18.22,l_conf,Configuration,POINT,16,3
51.043,199.790,18.22,BC,BrickClick,POINT,16,3
51.043,199.790,18.22,u_conf,Configuration,STOP,16,3
51.262,199.790,18.22,u_3_os,3Orange,STOP,16,3
51.921,199.790,18.22,u_base,Base,START,16,3
52.305,199.790,18.22,l_base,Base,STOP,16,3
53.348,199.790,18.22,l_4yr_3,4YellowRound,POINT,16,3
53.458,199.790,18.22,u_4yr_1,4YellowRound,START,16,3
54.226,199.790,18.22,l_base,Base,START,16,3
60.209,199.790,18.22,BC,BrickClick,POINT,16,3
60.209,199.790,18.22,u_4yr_1,4YellowRound,STOP,16,3
60.977,199.790,18.22,u_4yr_4,4YellowRound,START,16,3
63.776,199.790,18.22,BC,BrickClick,POINT,16,3
63.776,199.790,18.22,u_4yr_4,4YellowRound,STOP,16,3
66.905,199.790,18.22,remove,Remove,POINT,16,3
69.265,199.790,18.22,remove,Remove,POINT,16,3
70.252,199.790,18.22,remove,Remove,POINT,16,3
71.076,199.790,18.22,u_conf,Configuration,START,16,3
71.679,199.790,18.22,l_3_ob,3Orange,POINT,16,3
71.734,199.790,18.22,remove,Remove,POINT,16,3
72.558,199.790,18.22,u_conf,Configuration,STOP,16,3
72.997,199.790,18.22,u_3_ob,3Orange,START,16,3
75.027,199.790,18.22,l_4yr_3,4YellowRound,POINT,16,3
75.192,199.790,18.22,l_4yr_2,4YellowRound,POINT,16,3
75.357,199.790,18.22,l_4yr_1,4YellowRound,POINT,16,3
75.741,199.790,18.22,u_2dr_1,2DarkRed,START,16,3
76.400,199.790,18.22,u_3_ob,3Orange,STOP,16,3
76.839,199.790,18.22,l_3_os,3Orange,POINT,16,3
76.839,199.790,18.22,l_4r_1,4Red,POINT,16,3
76.839,199.790,18.22,l_4r_2,4Red,POINT,16,3
77.113,199.790,18.22,u_2dr_1,2DarkRed,STOP,16,3
77.387,199.790,18.22,l_3_ob,3Orange,POINT,16,3
77.387,199.790,18.22,u_2dr_2,2DarkRed,START,16,3
77.662,199.790,18.22,u_2dr_2,2DarkRed,STOP,16,3
77.936,199.790,18.22,u_3_ob,3Orange,START,16,3
78.046,199.790,18.22,u_2dr_1,2DarkRed,START,16,3
78.321,199.790,18.22,l_3_ob,3Orange,POINT,16,3
81.943,199.790,18.22,u_2dr_1,2DarkRed,STOP,16,3
81.998,199.790,18.22,l_2dr_2,2DarkRed,POINT,16,3
82.108,199.790,18.22,l_3_ob,3Orange,POINT,16,3
82.108,199.790,18.22,u_3_om,3Orange,START,16,3
84.138,199.790,18.22,BC,BrickClick,POINT,16,3
84.248,199.790,18.22,u_3_om,3Orange,STOP,16,3
84.358,199.790,18.22,l_conf,Configuration,POINT,16,3
84.358,199.790,18.22,u_3_ob,3Orange,STOP,16,3
84.358,199.790,18.22,u_conf,Configuration,START,16,3
84.468,199.790,18.22,l_2dr_1,2DarkRed,POINT,16,3
84.742,199.790,18.22,u_2dr_1,2DarkRed,START,16,3
87.816,199.790,18.22,u_conf,Configuration,STOP,16,3
87.925,199.790,18.22,BC,BrickClick,POINT,16,3
87.925,199.790,18.22,u_2dr_1,2DarkRed,STOP,16,3
87.980,199.790,18.22,u_base,Base,STOP,16,3
88.090,199.790,18.22,l_base,Base,STOP,16,3
88.255,199.790,18.22,l_3_os,3Orange,POINT,16,3
88.584,199.790,18.22,l_2dr_2,2DarkRed,POINT,16,3
89.023,199.790,18.22,l_3_os,3Orange,POINT,16,3
89.297,199.790,18.22,u_2dr_2,2DarkRed,START,16,3
89.517,199.790,18.22,l_base,Base,START,16,3
96.378,199.790,18.22,remove,Remove,POINT,16,3
99.506,199.790,18.22,remove,Remove,POINT,16,3
100.220,199.790,18.22,l_3_os,3Orange,POINT,16,3
100.549,199.790,18.22,l_base,Base,STOP,16,3
100.933,199.790,18.22,u_2dr_2,2DarkRed,STOP,16,3
102.909,199.790,18.22,l_2dr_1,2DarkRed,POINT,16,3
102.964,199.790,18.22,l_4yr_2,4YellowRound,POINT,16,3
103.238,199.790,18.22,l_4yr_3,4YellowRound,POINT,16,3
103.787,199.790,18.22,u_2dr_1,2DarkRed,START,16,3
105.104,199.790,18.22,u_4r_4,4Red,START,16,3
107.794,199.790,18.22,u_2dr_1,2DarkRed,STOP,16,3
108.178,199.790,18.22,u_4r_4,4Red,STOP,16,3
108.507,199.790,18.22,u_4yr_1,4YellowRound,START,16,3
108.672,199.790,18.22,u_4yr_2,4YellowRound,START,16,3
108.782,199.790,18.22,l_3_os,3Orange,POINT,16,3
109.001,199.790,18.22,u_4yr_1,4YellowRound,STOP,16,3
109.330,199.790,18.22,u_4yr_2,4YellowRound,STOP,16,3
109.605,199.790,18.22,l_2dr_2,2DarkRed,POINT,16,3
109.605,199.790,18.22,u_2dr_2,2DarkRed,START,16,3
110.318,199.790,18.22,l_4yr_4,4YellowRound,POINT,16,3
115.368,199.790,18.22,u_4yr_4,4YellowRound,START,16,3
119.319,199.790,18.22,BC,BrickClick,POINT,16,3
119.649,199.790,18.22,u_2dr_2,2DarkRed,STOP,16,3
119.649,199.790,18.22,u_4yr_4,4YellowRound,STOP,16,3
119.704,199.790,18.22,u_conf,Configuration,START,16,3
119.813,199.790,18.22,l_4yr_3,4YellowRound,POINT,16,3
119.978,199.790,18.22,l_conf,Configuration,POINT,16,3
