time,total_length,FPS,behavior,behavioral_category,status,participantID,block
30.085,93.270,20.11,BC,BrickClick,POINT,18,3
30.085,93.270,20.11,u_4r_1,4Red,STOP,18,3
30.184,93.270,20.11,l_base,Base,STOP,18,3
30.333,93.270,20.11,l_4yr_2,4YellowRound,POINT,18,3
30.632,93.270,20.11,u_4yr_2,4YellowRound,START,18,3
31.179,93.270,20.11,l_4yr_4,4YellowRound,POINT,18,3
32.223,93.270,20.11,l_base,Base,START,18,3
32.720,93.270,20.11,BC,BrickClick,POINT,18,3
32.720,93.270,20.11,u_4yr_2,4YellowRound,STOP,18,3
32.869,93.270,20.11,l_base,Base,STOP,18,3
33.317,93.270,20.11,u_3_os,3Orange,START,18,3
33.715,93.270,20.11,l_4yr_1,4YellowRound,POINT,18,3
33.814,93.270,20.11,u_3_os,3Orange,STOP,18,3
34.212,93.270,20.11,u_4yr_1,4YellowRound,START,18,3
34.908,93.270,20.11,l_4yr_4,4YellowRound,POINT,18,3
35.903,93.270,20.11,BC,BrickClick,POINT,18,3
36.648,93.270,20.11,l_4yr_3,4YellowRound,POINT,18,3
36.847,93.270,20.11,l_base,Base,START,18,3
37.444,93.270,20.11,l_base,Base,STOP,18,3
37.494,93.270,20.11,l_4yr_3,4YellowRound,POINT,18,3
38.488,93.270,20.11,BC,BrickClick,POINT,18,3
38.488,93.270,20.11,u_4yr_1,4YellowRound,STOP,18,3
38.787,93.270,20.11,l_4yr_3,4YellowRound,POINT,18,3
38.986,93.270,20.11,u_4yr_3,4YellowRound,START,18,3
39.383,93.270,20.11,l_base,Base,START,18,3
40.577,93.270,20.11,BC,BrickClick,POINT,18,3
40.577,93.270,20.11,u_4yr_3,4YellowRound,STOP,18,3
41.223,93.270,20.11,l_base,Base,STOP,18,3
41.721,93.270,20.11,l_1t,1transparent,POINT,18,3
41.969,93.270,20.11,u_1t,1transparent,START,18,3
42.168,93.270,20.11,l_base,Base,START,18,3
43.411,93.270,20.11,Acc,Accidents,START,18,3
43.511,93.270,20.11,u_1t,1transparent,STOP,18,3
45.251,93.270,20.11,remove,Remove,POINT,18,3
46.246,93.270,20.11,u_base,Base,STOP,18,3
50.423,93.270,20.11,u_2dr_1,2DarkRed,START,18,3
50.572,93.270,20.11,u_3_ob,3Orange,START,18,3
53.506,93.270,20.11,u_2dr_1,2DarkRed,STOP,18,3
53.506,93.270,20.11,u_3_ob,3Orange,STOP,18,3
53.605,93.270,20.11,BC,BrickClick,POINT,18,3
54.053,93.270,20.11,u_2dr_2,2DarkRed,START,18,3
57.583,93.270,20.11,BC,BrickClick,POINT,18,3
57.583,93.270,20.11,u_2dr_2,2DarkRed,STOP,18,3
57.732,93.270,20.11,u_base,Base,START,18,3
58.230,93.270,20.11,u_3_om,3Orange,START,18,3
58.279,93.270,20.11,l_base,Base,STOP,18,3
58.727,93.270,20.11,l_3_om,3Orange,POINT,18,3
60.119,93.270,20.11,BC,BrickClick,POINT,18,3
60.119,93.270,20.11,u_3_om,3Orange,STOP,18,3
60.666,93.270,20.11,l_1t,1transparent,POINT,18,3
61.661,93.270,20.11,u_1t,1transparent,START,18,3
61.959,93.270,20.11,l_base,Base,START,18,3
64.396,93.270,20.11,BC,BrickClick,POINT,18,3
64.396,93.270,20.11,u_1t,1transparent,STOP,18,3
64.893,93.270,20.11,l_base,Base,STOP,18,3
65.241,93.270,20.11,l_4yr_1,4YellowRound,POINT,18,3
65.788,93.270,20.11,u_3_os,3Orange,START,18,3
65.838,93.270,20.11,l_conf,Configuration,POINT,18,3
66.982,93.270,20.11,BC,BrickClick,POINT,18,3
66.982,93.270,20.11,u_3_os,3Orange,STOP,18,3
67.578,93.270,20.11,l_base,Base,START,18,3
69.020,93.270,20.11,remove,Remove,POINT,18,3
69.667,93.270,20.11,remove,Remove,POINT,18,3
73.894,93.270,20.11,BC,BrickClick,POINT,18,3
75.783,93.270,20.11,BC,BrickClick,POINT,18,3
76.131,93.270,20.11,l_base,Base,STOP,18,3
76.231,93.270,20.11,l_4r_1,4Red,POINT,18,3
76.231,93.270,20.11,u_4r_1,4Red,START,18,3
77.573,93.270,20.11,BC,BrickClick,POINT,18,3
77.573,93.270,20.11,u_4r_1,4Red,STOP,18,3
78.270,93.270,20.11,l_base,Base,START,18,3
78.270,93.270,20.11,u_4r_2,4Red,START,18,3
78.618,93.270,20.11,l_4r_2,4Red,POINT,18,3
78.618,93.270,20.11,l_base,Base,STOP,18,3
79.761,93.270,20.11,BC,BrickClick,POINT,18,3
79.761,93.270,20.11,l_conf,Configuration,POINT,18,3
79.761,93.270,20.11,u_4r_2,4Red,STOP,18,3
80.209,93.270,20.11,l_conf,Configuration,POINT,18,3
80.806,93.270,20.11,l_4yr_1,4YellowRound,POINT,18,3
81.004,93.270,20.11,l_4yr_2,4YellowRound,POINT,18,3
81.353,93.270,20.11,u_conf,Configuration,START,18,3
82.596,93.270,20.11,BC,BrickClick,POINT,18,3
82.944,93.270,20.11,l_4yr_2,4YellowRound,POINT,18,3
82.944,93.270,20.11,u_conf,Configuration,STOP,18,3
83.342,93.270,20.11,u_4yr_2,4YellowRound,START,18,3
83.590,93.270,20.11,l_base,Base,START,18,3
85.231,93.270,20.11,BC,BrickClick,POINT,18,3
85.281,93.270,20.11,u_4yr_2,4YellowRound,STOP,18,3
85.430,93.270,20.11,l_4yr_3,4YellowRound,POINT,18,3
85.430,93.270,20.11,l_base,Base,STOP,18,3
85.778,93.270,20.11,u_4yr_3,4YellowRound,START,18,3
86.126,93.270,20.11,l_base,Base,START,18,3
87.121,93.270,20.11,BC,BrickClick,POINT,18,3
87.469,93.270,20.11,l_base,Base,STOP,18,3
87.469,93.270,20.11,u_4yr_3,4YellowRound,STOP,18,3
87.568,93.270,20.11,l_conf,Configuration,POINT,18,3
87.966,93.270,20.11,l_base,Base,START,18,3
88.215,93.270,20.11,u_conf,Configuration,START,18,3
89.707,93.270,20.11,BC,BrickClick,POINT,18,3
90.254,93.270,20.11,u_conf,Configuration,STOP,18,3
91.348,93.270,20.11,Acc,Accidents,STOP,18,3
91.348,93.270,20.11,l_base,Base,STOP,18,3
91.348,93.270,20.11,u_base,Base,STOP,18,3
3.202,63.780,24.05,l_4yr_1,4YellowRound,POINT,19,1
3.784,63.780,24.05,l_2dr_1,2DarkRed,POINT,19,1
5.821,63.780,24.05,l_4r_1,4Red,POINT,19,1
5.988,63.780,24.05,l_4r_2,4Red,POINT,19,1
6.486,63.780,24.05,l_1t,1transparent,POINT,19,1
6.653,63.780,24.05,l_3_ob,3Orange,POINT,19,1
6.694,63.780,24.05,l_4r_3,4Red,POINT,19,1
6.819,63.780,24.05,l_4r_4,4Red,POINT,19,1
6.902,63.780,24.05,l_4yr_2,4YellowRound,POINT,19,1
7.027,63.780,24.05,l_2dr_2,2DarkRed,POINT,19,1
7.568,63.780,24.05,l_1t,1transparent,POINT,19,1
7.568,63.780,24.05,l_4r_2,4Red,POINT,19,1
7.692,63.780,24.05,l_4yr_3,4YellowRound,POINT,19,1
8.108,63.780,24.05,l_4r_2,4Red,POINT,19,1
8.358,63.780,24.05,l_4yr_1,4YellowRound,POINT,19,1
8.690,63.780,24.05,l_1t,1transparent,POINT,19,1
9.023,63.780,24.05,l_3_ob,3Orange,POINT,19,1
9.397,63.780,24.05,l_4yr_2,4YellowRound,POINT,19,1
9.522,63.780,24.05,l_3_om,3Orange,POINT,19,1
10.021,63.780,24.05,l_4yr_4,4YellowRound,POINT,19,1
10.353,63.780,24.05,l_4yr_2,4YellowRound,POINT,19,1
12.225,63.780,24.05,l_4r_1,4Red,POINT,19,1
12.225,63.780,24.05,l_4r_2,4Red,POINT,19,1
12.807,63.780,24.05,l_1t,1transparent,POINT,19,1
12.890,63.780,24.05,l_4r_3,4Red,POINT,19,1
13.430,63.780,24.05,l_4r_2,4Red,POINT,19,1
13.846,63.780,24.05,l_4r_3,4Red,POINT,19,1
13.929,63.780,24.05,l_3_ob,3Orange,POINT,19,1
14.511,63.780,24.05,l_4r_2,4Red,POINT,19,1
14.678,63.780,24.05,u_2dr_1,2DarkRed,START,19,1
14.761,63.780,24.05,l_4r_2,4Red,POINT,19,1
16.133,63.780,24.05,BC,BrickClick,POINT,19,1
16.133,63.780,24.05,l_4r_2,4Red,POINT,19,1
16.133,63.780,24.05,u_2dr_1,2DarkRed,STOP,19,1
16.133,63.780,24.05,u_conf,Configuration,START,19,1
16.507,63.780,24.05,l_4r_3,4Red,POINT,19,1
16.549,63.780,24.05,u_4r_3,4Red,START,19,1
16.715,63.780,24.05,l_conf,Configuration,POINT,19,1
23.035,63.780,24.05,BC,BrickClick,POINT,19,1
24.823,63.780,24.05,u_4r_3,4Red,STOP,19,1
24.823,63.780,24.05,u_base,Base,START,19,1
24.823,63.780,24.05,u_conf,Configuration,STOP,19,1
25.239,63.780,24.05,l_3_ob,3Orange,POINT,19,1
25.489,63.780,24.05,l_4r_4,4Red,POINT,19,1
25.696,63.780,24.05,u_4r_4,4Red,START,19,1
25.904,63.780,24.05,l_base,Base,START,19,1
28.150,63.780,24.05,BC,BrickClick,POINT,19,1
28.150,63.780,24.05,l_base,Base,STOP,19,1
28.191,63.780,24.05,l_4yr_4,4YellowRound,POINT,19,1
28.191,63.780,24.05,u_4r_4,4Red,STOP,19,1
28.524,63.780,24.05,l_4r_2,4Red,POINT,19,1
28.898,63.780,24.05,l_base,Base,START,19,1
28.898,63.780,24.05,u_4r_2,4Red,START,19,1
30.977,63.780,24.05,BC,BrickClick,POINT,19,1
30.977,63.780,24.05,l_base,Base,STOP,19,1
30.977,63.780,24.05,u_4r_2,4Red,STOP,19,1
31.060,63.780,24.05,l_1t,1transparent,POINT,19,1
31.227,63.780,24.05,l_4yr_1,4YellowRound,POINT,19,1
31.559,63.780,24.05,u_4yr_2,4YellowRound,START,19,1
31.684,63.780,24.05,l_base,Base,START,19,1
32.474,63.780,24.05,BC,BrickClick,POINT,19,1
32.890,63.780,24.05,l_base,Base,STOP,19,1
32.890,63.780,24.05,u_4yr_2,4YellowRound,STOP,19,1
32.931,63.780,24.05,l_4yr_1,4YellowRound,POINT,19,1
33.306,63.780,24.05,l_base,Base,START,19,1
33.846,63.780,24.05,u_4yr_1,4YellowRound,START,19,1
34.137,63.780,24.05,l_4yr_1,4YellowRound,POINT,19,1
34.137,63.780,24.05,l_base,Base,STOP,19,1
34.511,63.780,24.05,l_base,Base,START,19,1
35.426,63.780,24.05,BC,BrickClick,POINT,19,1
35.426,63.780,24.05,u_4yr_1,4YellowRound,STOP,19,1
35.509,63.780,24.05,l_base,Base,STOP,19,1
35.593,63.780,24.05,l_4yr_4,4YellowRound,POINT,19,1
35.842,63.780,24.05,l_base,Base,START,19,1
35.967,63.780,24.05,u_4yr_4,4YellowRound,START,19,1
37.963,63.780,24.05,BC,BrickClick,POINT,19,1
38.503,63.780,24.05,l_base,Base,STOP,19,1
38.503,63.780,24.05,u_4yr_4,4YellowRound,STOP,19,1
38.628,63.780,24.05,l_3_ob,3Orange,POINT,19,1
38.753,63.780,24.05,l_4yr_3,4YellowRound,POINT,19,1
39.044,63.780,24.05,u_4yr_3,4YellowRound,START,19,1
39.293,63.780,24.05,l_base,Base,START,19,1
40.665,63.780,24.05,BC,BrickClick,POINT,19,1
40.665,63.780,24.05,u_4yr_3,4YellowRound,STOP,19,1
40.748,63.780,24.05,l_base,Base,STOP,19,1
40.790,63.780,24.05,l_2dr_2,2DarkRed,POINT,19,1
41.455,63.780,24.05,u_3_om,3Orange,START,19,1
41.622,63.780,24.05,u_base,Base,STOP,19,1
41.663,63.780,24.05,u_3_om,3Orange,STOP,19,1
41.705,63.780,24.05,l_3_ob,3Orange,POINT,19,1
41.996,63.780,24.05,u_3_ob,3Orange,START,19,1
42.121,63.780,24.05,l_base,Base,START,19,1
42.245,63.780,24.05,u_base,Base,START,19,1
42.453,63.780,24.05,l_1t,1transparent,POINT,19,1
42.453,63.780,24.05,l_base,Base,STOP,19,1
42.703,63.780,24.05,l_base,Base,START,19,1
43.742,63.780,24.05,BC,BrickClick,POINT,19,1
43.784,63.780,24.05,u_3_ob,3Orange,STOP,19,1
44.366,63.780,24.05,u_3_om,3Orange,START,19,1
45.031,63.780,24.05,BC,BrickClick,POINT,19,1
45.031,63.780,24.05,u_3_om,3Orange,STOP,19,1
45.572,63.780,24.05,l_base,Base,STOP,19,1
45.613,63.780,24.05,l_2dr_2,2DarkRed,POINT,19,1
45.821,63.780,24.05,l_base,Base,START,19,1
46.195,63.780,24.05,l_base,Base,STOP,19,1
46.279,63.780,24.05,l_2dr_2,2DarkRed,POINT,19,1
46.445,63.780,24.05,l_base,Base,START,19,1
46.819,63.780,24.05,l_2dr_2,2DarkRed,POINT,19,1
46.819,63.780,24.05,l_base,Base,STOP,19,1
47.152,63.780,24.05,u_3_os,3Orange,START,19,1
47.401,63.780,24.05,l_base,Base,START,19,1
47.900,63.780,24.05,l_base,Base,STOP,19,1
48.025,63.780,24.05,l_2dr_2,2DarkRed,POINT,19,1
48.233,63.780,24.05,u_3_os,3Orange,STOP,19,1
48.358,63.780,24.05,l_base,Base,START,19,1
48.358,63.780,24.05,u_2dr_2,2DarkRed,START,19,1
49.480,63.780,24.05,BC,BrickClick,POINT,19,1
49.480,63.780,24.05,u_2dr_2,2DarkRed,STOP,19,1
49.688,63.780,24.05,l_base,Base,STOP,19,1
49.979,63.780,24.05,l_3_os,3Orange,POINT,19,1
50.187,63.780,24.05,l_base,Base,START,19,1
50.312,63.780,24.05,u_3_os,3Orange,START,19,1
52.058,63.780,24.05,BC,BrickClick,POINT,19,1
52.308,63.780,24.05,u_3_os,3Orange,STOP,19,1
52.557,63.780,24.05,l_base,Base,STOP,19,1
52.640,63.780,24.05,l_1t,1transparent,POINT,19,1
52.890,63.780,24.05,u_1t,1transparent,START,19,1
54.012,63.780,24.05,l_base,Base,START,19,1
55.094,63.780,24.05,BC,BrickClick,POINT,19,1
55.634,63.780,24.05,Acc,Accidents,START,19,1
55.676,63.780,24.05,u_1t,1transparent,STOP,19,1
57.963,63.780,24.05,BC,BrickClick,POINT,19,1
58.046,63.780,24.05,Acc,Accidents,STOP,19,1
58.295,63.780,24.05,l_base,Base,STOP,19,1
58.295,63.780,24.05,u_base,Base,STOP,19,1
6.594,71.230,23.96,l_3_os,3Orange,POINT,19,2
7.346,71.230,23.96,l_4r_1,4Red,POINT,19,2
7.346,71.230,23.96,l_4yr_1,4YellowRound,POINT,19,2
7.721,71.230,23.96,l_1t,1transparent,POINT,19,2
10.017,71.230,23.96,l_4yr_1,4YellowRound,POINT,19,2
10.184,71.230,23.96,l_3_om,3Orange,POINT,19,2
10.476,71.230,23.96,l_4r_2,4Red,POINT,19,2
10.935,71.230,23.96,l_4r_1,4Red,POINT,19,2
11.144,71.230,23.96,l_4yr_1,4YellowRound,POINT,19,2
11.770,71.230,23.96,l_2dr_1,2DarkRed,POINT,19,2
12.062,71.230,23.96,l_4yr_2,4YellowRound,POINT,19,2
12.270,71.230,23.96,l_2dr_1,2DarkRed,POINT,19,2
12.604,71.230,23.96,l_3_ob,3Orange,POINT,19,2
12.730,71.230,23.96,l_4yr_3,4YellowRound,POINT,19,2
12.896,71.230,23.96,l_4r_2,4Red,POINT,19,2
12.980,71.230,23.96,l_4r_3,4Red,POINT,19,2
13.147,71.230,23.96,l_3_os,3Orange,POINT,19,2
13.564,71.230,23.96,l_3_om,3Orange,POINT,19,2
13.815,71.230,23.96,l_4yr_2,4YellowRound,POINT,19,2
14.065,71.230,23.96,l_3_ob,3Orange,POINT,19,2
14.232,71.230,23.96,l_4yr_3,4YellowRound,POINT,19,2
14.482,71.230,23.96,l_4yr_2,4YellowRound,POINT,19,2
14.816,71.230,23.96,l_3_os,3Orange,POINT,19,2
15.860,71.230,23.96,l_3_ob,3Orange,POINT,19,2
16.068,71.230,23.96,l_4yr_2,4YellowRound,POINT,19,2
16.694,71.230,23.96,l_4r_3,4Red,POINT,19,2
17.028,71.230,23.96,u_2dr_1,2DarkRed,START,19,2
17.154,71.230,23.96,l_4r_4,4Red,POINT,19,2
17.154,71.230,23.96,u_4r_4,4Red,START,19,2
19.491,71.230,23.96,l_3_om,3Orange,POINT,19,2
22.037,71.230,23.96,BC,BrickClick,POINT,19,2
22.037,71.230,23.96,u_2dr_1,2DarkRed,STOP,19,2
22.037,71.230,23.96,u_4r_4,4Red,STOP,19,2
22.162,71.230,23.96,u_conf,Configuration,START,19,2
22.204,71.230,23.96,l_4yr_3,4YellowRound,POINT,19,2
22.412,71.230,23.96,l_conf,Configuration,POINT,19,2
22.496,71.230,23.96,u_4yr_3,4YellowRound,START,19,2
22.705,71.230,23.96,l_4r_2,4Red,POINT,19,2
22.705,71.230,23.96,l_4r_3,4Red,POINT,19,2
23.080,71.230,23.96,l_4r_3,4Red,POINT,19,2
23.080,71.230,23.96,u_4yr_3,4YellowRound,STOP,19,2
23.205,71.230,23.96,u_4r_3,4Red,START,19,2
23.497,71.230,23.96,l_conf,Configuration,POINT,19,2
23.790,71.230,23.96,l_4yr_2,4YellowRound,POINT,19,2
24.624,71.230,23.96,l_conf,Configuration,POINT,19,2
25.167,71.230,23.96,BC,BrickClick,POINT,19,2
25.167,71.230,23.96,u_4r_3,4Red,STOP,19,2
25.793,71.230,23.96,u_base,Base,START,19,2
25.876,71.230,23.96,l_3_os,3Orange,POINT,19,2
25.876,71.230,23.96,u_conf,Configuration,STOP,19,2
26.085,71.230,23.96,l_4yr_3,4YellowRound,POINT,19,2
26.085,71.230,23.96,u_4yr_2,4YellowRound,START,19,2
26.252,71.230,23.96,l_base,Base,START,19,2
27.087,71.230,23.96,BC,BrickClick,POINT,19,2
27.421,71.230,23.96,u_4yr_2,4YellowRound,STOP,19,2
27.880,71.230,23.96,l_4yr_2,4YellowRound,POINT,19,2
27.880,71.230,23.96,l_base,Base,STOP,19,2
28.088,71.230,23.96,l_base,Base,START,19,2
28.088,71.230,23.96,u_4yr_3,4YellowRound,START,19,2
28.715,71.230,23.96,u_4yr_3,4YellowRound,STOP,19,2
29.048,71.230,23.96,u_1t,1transparent,START,19,2
29.048,71.230,23.96,u_4yr_1,4YellowRound,START,19,2
29.633,71.230,23.96,l_base,Base,STOP,19,2
29.633,71.230,23.96,u_1t,1transparent,STOP,19,2
29.633,71.230,23.96,u_4yr_1,4YellowRound,STOP,19,2
29.925,71.230,23.96,l_4yr_3,4YellowRound,POINT,19,2
29.967,71.230,23.96,u_4yr_3,4YellowRound,START,19,2
30.008,71.230,23.96,l_base,Base,START,19,2
30.467,71.230,23.96,l_base,Base,STOP,19,2
30.509,71.230,23.96,l_4yr_3,4YellowRound,POINT,19,2
31.010,71.230,23.96,l_4r_1,4Red,POINT,19,2
31.427,71.230,23.96,l_base,Base,START,19,2
31.845,71.230,23.96,l_base,Base,STOP,19,2
31.845,71.230,23.96,u_4yr_3,4YellowRound,STOP,19,2
32.095,71.230,23.96,l_3_os,3Orange,POINT,19,2
32.346,71.230,23.96,l_4r_2,4Red,POINT,19,2
33.013,71.230,23.96,u_4yr_3,4YellowRound,START,19,2
33.139,71.230,23.96,l_base,Base,START,19,2
33.347,71.230,23.96,l_base,Base,STOP,19,2
33.389,71.230,23.96,l_4yr_1,4YellowRound,POINT,19,2
33.556,71.230,23.96,l_3_os,3Orange,POINT,19,2
33.806,71.230,23.96,l_base,Base,START,19,2
33.890,71.230,23.96,u_4yr_3,4YellowRound,STOP,19,2
34.098,71.230,23.96,u_3_ob,3Orange,START,19,2
35.726,71.230,23.96,BC,BrickClick,POINT,19,2
35.726,71.230,23.96,u_3_ob,3Orange,STOP,19,2
36.102,71.230,23.96,l_4yr_1,4YellowRound,POINT,19,2
36.102,71.230,23.96,l_base,Base,STOP,19,2
36.269,71.230,23.96,l_4r_2,4Red,POINT,19,2
36.770,71.230,23.96,l_3_os,3Orange,POINT,19,2
36.770,71.230,23.96,u_3_os,3Orange,START,19,2
36.895,71.230,23.96,l_base,Base,START,19,2
37.771,71.230,23.96,BC,BrickClick,POINT,19,2
38.022,71.230,23.96,u_3_os,3Orange,STOP,19,2
38.063,71.230,23.96,l_base,Base,STOP,19,2
38.439,71.230,23.96,u_4yr_3,4YellowRound,START,19,2
38.523,71.230,23.96,l_base,Base,START,19,2
40.985,71.230,23.96,remove,Remove,POINT,19,2
42.529,71.230,23.96,l_base,Base,STOP,19,2
42.571,71.230,23.96,l_4r_2,4Red,POINT,19,2
43.030,71.230,23.96,l_base,Base,START,19,2
49.958,71.230,23.96,BC,BrickClick,POINT,19,2
51.586,71.230,23.96,BC,BrickClick,POINT,19,2
51.586,71.230,23.96,u_4yr_3,4YellowRound,STOP,19,2
51.836,71.230,23.96,l_base,Base,STOP,19,2
51.878,71.230,23.96,l_4yr_4,4YellowRound,POINT,19,2
52.379,71.230,23.96,l_base,Base,START,19,2
52.421,71.230,23.96,u_4yr_4,4YellowRound,START,19,2
53.631,71.230,23.96,BC,BrickClick,POINT,19,2
53.631,71.230,23.96,u_4yr_4,4YellowRound,STOP,19,2
53.923,71.230,23.96,l_4yr_1,4YellowRound,POINT,19,2
53.923,71.230,23.96,l_base,Base,STOP,19,2
54.424,71.230,23.96,u_1t,1transparent,START,19,2
54.549,71.230,23.96,l_base,Base,START,19,2
55.301,71.230,23.96,u_4yr_1,4YellowRound,START,19,2
55.467,71.230,23.96,u_1t,1transparent,STOP,19,2
58.765,71.230,23.96,BC,BrickClick,POINT,19,2
58.765,71.230,23.96,u_4yr_1,4YellowRound,STOP,19,2
58.973,71.230,23.96,l_base,Base,STOP,19,2
59.015,71.230,23.96,l_1t,1transparent,POINT,19,2
59.140,71.230,23.96,l_base,Base,START,19,2
59.307,71.230,23.96,u_1t,1transparent,START,19,2
61.102,71.230,23.96,BC,BrickClick,POINT,19,2
61.102,71.230,23.96,l_base,Base,STOP,19,2
61.102,71.230,23.96,u_1t,1transparent,STOP,19,2
61.144,71.230,23.96,l_4r_2,4Red,POINT,19,2
61.561,71.230,23.96,u_4r_2,4Red,START,19,2
61.811,71.230,23.96,l_3_om,3Orange,POINT,19,2
62.563,71.230,23.96,u_4r_2,4Red,STOP,19,2
62.688,71.230,23.96,l_base,Base,START,19,2
62.813,71.230,23.96,u_3_om,3Orange,START,19,2
63.606,71.230,23.96,BC,BrickClick,POINT,19,2
63.606,71.230,23.96,l_base,Base,STOP,19,2
63.606,71.230,23.96,u_3_om,3Orange,STOP,19,2
63.815,71.230,23.96,l_4r_3,4Red,POINT,19,2
64.149,71.230,23.96,u_4r_3,4Red,START,19,2
64.232,71.230,23.96,l_base,Base,START,19,2
66.361,71.230,23.96,BC,BrickClick,POINT,19,2
66.736,71.230,23.96,u_4r_3,4Red,STOP,19,2
66.778,71.230,23.96,l_base,Base,STOP,19,2
66.820,71.230,23.96,l_4r_1,4Red,POINT,19,2
67.154,71.230,23.96,l_base,Base,START,19,2
67.154,71.230,23.96,u_4r_1,4Red,START,19,2
68.197,71.230,23.96,BC,BrickClick,POINT,19,2
68.406,71.230,23.96,u_4r_1,4Red,STOP,19,2
69.658,71.230,23.96,l_base,Base,STOP,19,2
69.658,71.230,23.96,u_base,Base,STOP,19,2
0.372,103.170,18.84,l_3_om,3Orange,POINT,19,3
0.425,103.170,18.84,l_1t,1transparent,POINT,19,3
1.008,103.170,18.84,l_3_os,3Orange,POINT,19,3
1.168,103.170,18.84,l_3_om,3Orange,POINT,19,3
1.539,103.170,18.84,l_2dr_1,2DarkRed,POINT,19,3
1.805,103.170,18.84,l_4yr_1,4YellowRound,POINT,19,3
2.070,103.170,18.84,l_3_ob,3Orange,POINT,19,3
2.389,103.170,18.84,l_2dr_1,2DarkRed,POINT,19,3
2.548,103.170,18.84,l_3_om,3Orange,POINT,19,3
3.079,103.170,18.84,l_4r_1,4Red,POINT,19,3
3.185,103.170,18.84,l_2dr_1,2DarkRed,POINT,19,3
3.503,103.170,18.84,l_4yr_1,4YellowRound,POINT,19,3
4.034,103.170,18.84,l_4r_1,4Red,POINT,19,3
4.246,103.170,18.84,l_4r_2,4Red,POINT,19,3
4.512,103.170,18.84,l_4r_1,4Red,POINT,19,3
4.512,103.170,18.84,l_4yr_2,4YellowRound,POINT,19,3
4.724,103.170,18.84,l_4yr_1,4YellowRound,POINT,19,3
5.042,103.170,18.84,l_3_os,3Orange,POINT,19,3
5.255,103.170,18.84,l_4r_1,4Red,POINT,19,3
5.520,103.170,18.84,l_4yr_3,4YellowRound,POINT,19,3
5.839,103.170,18.84,l_3_om,3Orange,POINT,19,3
5.945,103.170,18.84,l_4yr_4,4YellowRound,POINT,19,3
6.104,103.170,18.84,l_4r_1,4Red,POINT,19,3
6.316,103.170,18.84,l_3_om,3Orange,POINT,19,3
7.272,103.170,18.84,l_2dr_1,2DarkRed,POINT,19,3
7.643,103.170,18.84,l_4yr_2,4YellowRound,POINT,19,3
7.856,103.170,18.84,l_4yr_1,4YellowRound,POINT,19,3
8.068,103.170,18.84,l_4r_2,4Red,POINT,19,3
8.227,103.170,18.84,l_3_om,3Orange,POINT,19,3
8.227,103.170,18.84,l_4r_1,4Red,POINT,19,3
8.652,103.170,18.84,l_3_om,3Orange,POINT,19,3
8.811,103.170,18.84,l_4r_3,4Red,POINT,19,3
9.023,103.170,18.84,l_4r_1,4Red,POINT,19,3
9.076,103.170,18.84,l_2dr_1,2DarkRed,POINT,19,3
9.289,103.170,18.84,l_4yr_1,4YellowRound,POINT,19,3
9.554,103.170,18.84,l_4r_1,4Red,POINT,19,3
10.032,103.170,18.84,l_3_om,3Orange,POINT,19,3
10.085,103.170,18.84,l_2dr_2,2DarkRed,POINT,19,3
10.138,103.170,18.84,l_2dr_1,2DarkRed,POINT,19,3
10.563,103.170,18.84,l_3_om,3Orange,POINT,19,3
10.563,103.170,18.84,l_4r_2,4Red,POINT,19,3
10.881,103.170,18.84,l_4yr_4,4YellowRound,POINT,19,3
11.146,103.170,18.84,l_3_om,3Orange,POINT,19,3
11.146,103.170,18.84,l_4r_2,4Red,POINT,19,3
11.465,103.170,18.84,l_4yr_4,4YellowRound,POINT,19,3
11.943,103.170,18.84,u_4r_1,4Red,START,19,3
12.102,103.170,18.84,l_3_os,3Orange,POINT,19,3
12.155,103.170,18.84,l_2dr_2,2DarkRed,POINT,19,3
14.437,103.170,18.84,l_2dr_1,2DarkRed,POINT,19,3
14.968,103.170,18.84,l_4yr_3,4YellowRound,POINT,19,3
15.499,103.170,18.84,l_4yr_4,4YellowRound,POINT,19,3
15.711,103.170,18.84,BC,BrickClick,POINT,19,3
15.711,103.170,18.84,l_2dr_2,2DarkRed,POINT,19,3
15.711,103.170,18.84,u_4r_1,4Red,STOP,19,3
15.764,103.170,18.84,u_conf,Configuration,START,19,3
16.189,103.170,18.84,u_4r_4,4Red,START,19,3
17.251,103.170,18.84,BC,BrickClick,POINT,19,3
19.268,103.170,18.84,l_4yr_4,4YellowRound,POINT,19,3
19.321,103.170,18.84,u_4r_4,4Red,STOP,19,3
19.321,103.170,18.84,u_base,Base,START,19,3
19.321,103.170,18.84,u_conf,Configuration,STOP,19,3
19.374,103.170,18.84,l_2dr_1,2DarkRed,POINT,19,3
19.692,103.170,18.84,l_3_os,3Orange,POINT,19,3
19.692,103.170,18.84,u_4r_3,4Red,START,19,3
19.745,103.170,18.84,l_base,Base,START,19,3
20.701,103.170,18.84,l_base,Base,STOP,19,3
21.178,103.170,18.84,BC,BrickClick,POINT,19,3
21.231,103.170,18.84,l_4yr_4,4YellowRound,POINT,19,3
21.231,103.170,18.84,u_4r_3,4Red,STOP,19,3
21.285,103.170,18.84,l_4yr_4,4YellowRound,POINT,19,3
21.285,103.170,18.84,u_4r_2,4Red,START,19,3
21.391,103.170,18.84,l_3_om,3Orange,POINT,19,3
21.550,103.170,18.84,l_4r_2,4Red,POINT,19,3
